Name Equatorial Polar Luminosity
RS0057 239.74 25.64 5.006e-10
RS0058 218.87 20.31 3.158e-10
RS0059 227.21 19.61 5.245e-10
RS0060 236.63 20.52 7.984e-11
RS0061 228.42 25.55 7.769e-10
RS0062 241.22 27.34 2.721e-11
RS0063 224.37 22.33 2.668e-09
RS0064 233.85 27.53 1.637e-10
RS0065 245.48 25.85 1.100e-10
RS0066 238.40 18.72 9.903e-10
RS0067 247.88 18.79 5.110e-10
RS0068 227.88 19.57 6.539e-10
RS0069 231.31 24.59 4.389e-11
RS0070 234.25 25.92 3.356e-10
RS0071 233.49 23.80 1.490e-09
RS0072 309.75 110.56 7.485e-11
RS0073 334.55 109.15 5.738e-09
RS0074 333.76 111.02 1.240e-09
RS0075 335.50 108.85 8.896e-10
RS0076 333.58 108.26 5.582e-10
RS0077 332.86 108.01 5.076e-10
RS0078 337.57 109.53 6.687e-11
RS0079 335.93 109.38 3.463e-10
RS0080 336.18 111.53 6.872e-10
RS0081 63.99 38.48 2.112e-09
RS0082 64.81 39.14 8.154e-11
RS0083 59.32 37.97 1.323e-10
RS0084 61.36 39.07 3.351e-10
RS0085 63.00 40.40 2.863e-10
RS0086 66.81 35.98 6.885e-10
RS0087 60.23 38.34 3.949e-11
RS0088 65.08 35.88 1.050e-10
RS0089 144.38 59.11 2.832e-09
RS0090 144.14 57.39 6.776e-10
RS0091 142.69 57.21 1.917e-09
RS0092 142.84 62.00 2.245e-09
RS0093 141.58 56.50 4.820e-10
RS0094 147.60 58.22 5.073e-10
RS0095 127.39 71.37 6.693e-10
RS0096 127.13 72.62 1.004e-10
RS0097 344.79 74.77 3.568e-09
RS0098 343.35 74.79 7.990e-10
RS0099 343.68 74.68 4.364e-10
RS0100 344.47 73.68 3.365e-10
RS0101 346.85 73.16 3.529e-10
RS0102 344.90 75.14 6.731e-10
RS0103 73.79 114.14 8.024e-08
RS0104 68.22 115.08 6.319e-10
RS0105 87.82 114.74 2.732e-09
RS0106 70.25 114.10 2.741e-09
RS0107 80.05 125.19 1.442e-08
RS0108 84.24 121.73 9.038e-09
RS0109 74.81 111.06 2.526e-08
RS0110 64.67 109.64 3.108e-09
RS0111 63.46 110.91 5.449e-09
RS0112 66.38 112.79 8.265e-10
RS0113 88.38 118.43 5.373e-09
RS0114 84.37 117.09 9.124e-10
RS0115 89.86 49.41 4.660e-10
RS0116 90.87 49.11 3.485e-10
RS0117 13.04 100.19 7.791e-09
RS0118 16.46 105.38 4.338e-09
RS0119 22.32 98.92 1.408e-09
RS0120 12.21 98.79 2.893e-09
RS0121 11.87 102.05 1.122e-08
RS0122 21.06 95.26 2.110e-09
RS0123 16.03 96.28 1.305e-09
RS0124 18.59 104.47 5.646e-09
RS0125 16.40 95.09 4.991e-10
RS0126 13.76 101.69 5.209e-09
RS0127 92.82 51.28 3.137e-09
RS0128 95.57 48.87 3.438e-10
RS0129 91.86 51.91 5.286e-11
RS0130 94.51 53.12 5.151e-10
RS0131 95.92 49.71 1.174e-10
RS0132 91.16 50.62 1.433e-10
RS0133 93.06 53.87 4.256e-10
RS0134 289.49 130.35 3.176e-09
RS0135 289.90 128.65 1.155e-10
RS0136 288.93 130.56 1.232e-10
RS0137 288.75 132.30 3.319e-10
RS0138 288.73 130.36 1.567e-10
RS0139 291.75 130.37 1.521e-10
RS0140 287.42 129.90 1.146e-09
RS0141 1.63 56.25 2.663e-10
RS0142 135.01 131.74 8.578e-11
RS0143 136.48 131.28 2.159e-10
RS0144 136.74 132.51 6.493e-10
RS0145 189.74 107.53 8.478e-10
RS0146 246.41 157.29 3.367e-08
RS0147 256.89 149.76 6.417e-09
RS0148 259.77 152.04 6.867e-09
RS0149 245.69 152.58 1.499e-08
RS0150 291.62 153.51 4.671e-09
RS0151 227.09 163.14 2.979e-09
RS0152 212.70 157.22 2.743e-10
RS0153 199.81 159.86 1.341e-09
RS0154 217.14 159.76 4.658e-09
RS0155 260.90 148.85 7.230e-09
RS0156 236.62 140.05 7.240e-10
RS0157 273.47 153.44 1.432e-08
RS0158 269.61 148.48 4.420e-09
RS0159 204.36 158.66 8.352e-09
RS0160 242.76 152.85 2.591e-10
RS0161 269.07 148.79 9.119e-09
RS0162 252.22 160.93 2.896e-08
RS0163 240.37 168.28 1.734e-09
RS0164 201.76 165.99 4.181e-10
RS0165 269.90 162.39 4.916e-09
RS0166 251.61 167.59 3.453e-09
RS0167 244.03 168.15 7.437e-10
RS0168 218.65 147.89 3.801e-09
RS0169 330.92 49.39 3.698e-10
RS0170 333.58 48.63 3.474e-10
RS0171 278.41 50.59 2.917e-10
RS0172 154.68 29.97 4.666e-10
RS0173 154.83 30.42 3.397e-10
RS0174 14.67 60.15 2.361e-09
RS0175 14.84 61.69 6.009e-10
RS0176 12.23 59.75 5.120e-11
RS0177 15.34 58.72 3.635e-10
RS0178 12.96 61.42 4.159e-10
RS0179 15.77 61.58 2.938e-10
RS0180 12.90 60.64 4.324e-11
RS0181 14.29 58.28 6.540e-11
RS0182 300.63 156.54 7.832e-11
RS0183 324.06 106.41 8.042e-10
RS0184 322.26 105.99 2.726e-10
RS0185 323.98 105.21 7.020e-10
RS0186 321.91 107.54 5.652e-10
RS0187 55.23 115.46 3.460e-09
RS0188 52.82 117.08 5.527e-10
RS0189 53.77 113.00 2.222e-10
RS0190 58.61 116.58 1.563e-09
RS0191 53.66 116.67 7.997e-10
RS0192 56.94 115.22 2.043e-09
RS0193 54.54 112.98 7.351e-11
RS0194 58.72 114.61 5.563e-10
RS0195 53.93 116.74 2.729e-09
RS0196 51.46 114.02 5.735e-10
RS0197 52.72 113.43 4.877e-10
RS0198 53.24 113.49 4.009e-10
RS0199 8.94 79.81 4.782e-09
RS0200 6.00 79.56 2.982e-10
RS0201 11.16 76.04 9.229e-10
RS0202 5.14 75.43 1.563e-10
RS0203 6.50 74.06 3.220e-10
RS0204 9.95 77.46 1.018e-09
RS0205 10.49 76.63 1.261e-09
RS0206 7.18 77.10 7.816e-10
RS0207 4.29 74.65 3.784e-10
RS0208 7.45 80.03 1.549e-09
RS0209 10.98 77.20 1.006e-09
RS0210 11.74 86.36 5.961e-10
RS0211 2.80 78.81 1.888e-10
RS0212 7.29 79.38 2.480e-09
RS0213 4.90 82.69 2.844e-09
RS0214 9.40 78.48 1.793e-09
RS0215 1.84 81.66 2.787e-10
RS0216 15.21 75.40 7.256e-10
RS0217 5.18 78.60 1.703e-10
RS0218 1.55 80.96 4.150e-10
RS0219 8.02 77.48 4.790e-10
RS0220 107.03 67.84 2.740e-09
RS0221 119.77 104.87 1.106e-09
RS0222 119.94 105.52 1.815e-10
RS0223 119.49 105.97 8.410e-10
RS0224 119.17 104.51 2.474e-10
RS0225 120.18 105.42 1.259e-10
RS0226 22.95 75.19 1.329e-09
RS0227 25.40 77.99 2.749e-10
RS0228 25.01 77.24 1.165e-09
RS0229 22.76 72.25 5.906e-10
RS0230 19.00 77.16 7.033e-11
RS0231 27.85 76.67 4.320e-11
RS0232 24.62 71.38 7.520e-11
RS0233 21.66 79.45 2.696e-10
RS0234 24.35 78.77 6.313e-11
RS0235 20.74 72.86 3.554e-10
RS0236 27.05 73.94 4.880e-10
RS0237 24.16 73.16 4.946e-10
RS0238 27.01 73.71 1.154e-10
RS0239 22.87 74.58 3.766e-10
RS0240 20.74 78.22 5.444e-10
RS0241 0.33 112.99 5.910e-09
RS0242 354.95 117.07 1.745e-09
RS0243 2.67 116.57 2.003e-09
RS0244 0.87 112.60 2.772e-10
RS0245 356.99 108.23 2.418e-10
RS0246 356.81 115.38 7.399e-10
RS0247 357.39 111.45 1.253e-09
RS0248 359.36 111.64 6.102e-09
RS0249 105.84 81.06 2.483e-10
RS0250 233.45 16.18 3.713e-10
RS0251 96.44 164.57 1.722e-09
RS0252 97.23 162.48 7.844e-10
RS0253 96.41 165.09 4.950e-10
RS0254 200.50 38.71 5.614e-10
RS0255 197.15 38.97 7.641e-10
RS0256 243.25 83.42 1.080e-09
RS0257 241.43 84.13 7.094e-11
RS0258 243.55 81.05 1.234e-10
RS0259 241.90 82.13 2.307e-10
RS0260 242.79 81.66 5.532e-10
RS0261 241.84 84.14 1.965e-10
RS0262 215.28 93.41 7.570e-10
RS0263 215.53 93.24 2.089e-10
RS0264 215.42 94.11 4.870e-11
RS0265 215.23 92.82 2.457e-10
RS0266 215.85 92.22 7.539e-11
RS0267 195.56 119.64 2.591e-09
RS0268 196.05 120.44 2.518e-10
RS0269 194.65 120.34 3.205e-10
RS0270 194.63 120.56 1.889e-10
RS0271 194.84 118.29 1.663e-10
RS0272 166.58 90.93 2.710e-09
RS0273 162.10 86.12 2.217e-10
RS0274 166.21 86.33 6.840e-11
RS0275 167.87 84.45 2.153e-10
RS0276 167.10 90.33 9.973e-10
RS0277 170.17 87.27 1.017e-09
RS0278 165.48 88.15 1.291e-09
RS0279 169.04 87.98 6.050e-10
RS0280 162.36 93.79 1.473e-10
RS0281 168.52 85.11 3.818e-10
RS0282 162.17 90.32 2.105e-10
RS0283 171.57 93.76 4.354e-10
RS0284 174.13 88.83 3.299e-10
RS0285 165.42 88.85 1.584e-10
RS0286 164.57 84.34 1.915e-09
RS0287 170.83 94.85 1.226e-09
RS0288 170.71 84.64 2.280e-10
RS0289 169.47 93.97 3.666e-10
RS0290 169.85 97.53 5.734e-10
RS0291 169.06 92.17 8.216e-10
RS0292 166.07 93.18 1.928e-10
RS0293 164.85 88.43 5.563e-11
RS0294 166.52 96.49 8.482e-11
RS0295 169.57 90.05 1.947e-10
RS0296 168.24 83.81 4.719e-11
RS0297 171.39 95.41 1.930e-09
RS0298 167.58 96.51 9.110e-11
RS0299 173.26 92.39 5.383e-11
RS0300 127.62 116.97 8.849e-10
RS0301 127.56 116.41 1.207e-09
RS0302 125.41 117.34 7.270e-10
RS0303 129.92 117.02 5.956e-11
RS0304 128.06 118.57 8.507e-10
RS0305 107.87 62.43 6.500e-09
RS0306 109.65 62.73 1.274e-09
RS0307 106.64 62.93 3.346e-10
RS0308 109.96 60.70 1.665e-10
RS0309 106.35 60.25 8.494e-11
RS0310 105.24 59.70 1.715e-09
RS0311 105.88 62.84 7.546e-10
RS0312 140.67 155.31 1.203e-08
RS0313 139.37 151.51 1.595e-09
RS0314 148.54 158.25 7.046e-10
RS0315 149.36 156.44 1.332e-10
RS0316 148.94 155.68 8.735e-10
RS0317 143.66 156.05 1.707e-09
RS0318 148.19 159.31 1.081e-10
RS0319 129.45 157.42 1.446e-10
RS0320 131.88 157.52 1.146e-09
RS0321 211.88 89.44 2.778e-10
RS0322 135.70 74.53 2.200e-08
RS0323 146.77 79.44 1.396e-09
RS0324 124.90 77.40 1.675e-09
RS0325 126.68 64.18 2.797e-10
RS0326 134.12 67.66 2.961e-09
RS0327 132.12 82.31 3.437e-10
RS0328 147.78 76.79 8.214e-10
RS0329 135.63 81.34 1.410e-09
RS0330 144.32 70.01 1.119e-09
RS0331 130.68 77.75 4.054e-09
RS0332 143.50 67.25 1.384e-09
RS0333 129.40 68.27 4.571e-09
RS0334 132.23 78.23 2.266e-09
RS0335 129.08 76.55 1.243e-09
RS0336 141.84 79.39 5.893e-09
RS0337 131.76 82.64 7.941e-10
RS0338 142.76 67.72 7.638e-10
RS0339 136.99 67.57 1.227e-09
RS0340 145.37 81.28 4.587e-10
RS0341 137.43 85.97 1.358e-09
RS0342 145.82 77.82 4.278e-10
RS0343 217.82 85.79 5.068e-09
RS0344 219.26 86.26 3.173e-10
RS0345 217.26 84.12 7.709e-10
RS0346 219.46 83.25 3.973e-10
RS0347 216.67 86.76 5.464e-10
RS0348 216.96 85.70 3.220e-10
RS0349 218.93 87.52 3.649e-11
RS0350 217.91 84.31 1.172e-10
RS0351 220.14 82.74 1.768e-10
RS0352 215.91 87.15 4.486e-10
RS0353 220.23 86.95 4.651e-11
RS0354 277.88 35.07 2.181e-10
RS0355 170.47 77.64 6.686e-11
RS0356 170.92 78.14 8.249e-11
RS0357 352.85 110.86 1.093e-07
RS0358 345.62 118.60 1.575e-09
RS0359 351.30 115.06 4.373e-09
RS0360 354.80 112.60 1.258e-08
RS0361 354.95 104.67 3.425e-09
RS0362 359.89 119.72 3.345e-08
RS0363 3.71 115.38 7.769e-09
RS0364 61.83 82.38 4.092e-09
RS0365 62.55 81.47 3.881e-10
RS0366 61.64 80.25 6.228e-10
RS0367 59.46 79.88 1.965e-10
RS0368 61.84 79.85 1.155e-10
RS0369 62.94 85.99 4.109e-11
RS0370 59.96 79.88 2.586e-10
RS0371 64.46 79.77 1.584e-10
RS0372 60.36 82.79 8.374e-10
RS0373 58.15 83.50 2.311e-10
RS0374 61.17 82.47 7.617e-10
RS0375 311.00 77.86 8.356e-09
RS0376 310.89 80.26 4.338e-10
RS0377 311.38 76.52 8.984e-10
RS0378 308.37 75.83 6.716e-10
RS0379 312.60 76.09 2.705e-09
RS0380 310.12 77.36 9.490e-10
RS0381 313.58 79.96 4.629e-10
RS0382 319.32 71.87 7.801e-09
RS0383 318.54 70.79 3.552e-10
RS0384 321.56 74.20 6.488e-10
RS0385 319.71 72.19 1.173e-09
RS0386 321.43 70.92 7.245e-11
RS0387 317.55 73.69 2.383e-10
RS0388 315.73 70.08 8.280e-11
RS0389 322.14 73.43 2.899e-10
RS0390 183.69 62.89 3.577e-09
RS0391 184.65 64.72 7.868e-10
RS0392 185.73 65.22 1.307e-10
RS0393 181.33 63.54 4.103e-10
RS0394 184.06 63.30 2.016e-10
RS0395 181.68 61.61 2.995e-10
RS0396 183.80 64.69 5.451e-10
RS0397 182.20 61.22 1.226e-10
RS0398 184.31 61.92 2.218e-10
RS0399 183.21 62.48 2.832e-10
RS0400 183.42 61.57 1.701e-10
RS0401 287.30 58.44 2.628e-09
RS0402 289.79 59.76 2.126e-09
RS0403 284.20 57.12 2.636e-10
RS0404 284.42 56.81 1.252e-09
RS0405 290.91 57.21 2.905e-10
RS0406 288.58 54.14 7.626e-10
RS0407 27.44 122.79 3.257e-10
RS0408 98.01 76.82 2.713e-10
RS0409 34.25 69.25 1.158e-10
RS0410 312.93 98.23 6.504e-10
RS0411 314.60 98.96 1.929e-10
RS0412 313.77 98.33 1.437e-10
RS0413 312.41 98.22 2.122e-09
RS0414 355.68 59.61 6.079e-07
RS0415 317.82 54.87 1.937e-08
RS0416 22.42 66.24 2.357e-08
RS0417 45.78 50.87 8.977e-09
RS0418 343.52 30.36 2.249e-08
RS0419 338.57 52.51 1.814e-08
RS0420 291.78 14.17 7.078e-08
RS0421 180.00 90.00 1.789e-05
RS0422 269.78 128.76 1.395e-10
RS0423 226.36 73.76 1.711e-11
RS0424 226.36 73.84 3.580e-10
RS0425 226.37 73.81 1.365e-11
RS0426 99.42 141.99 3.061e-08
RS0427 98.75 141.16 2.725e-10
RS0428 99.19 141.25 2.110e-10
RS0429 99.29 141.02 2.445e-10
RS0430 100.79 141.54 9.531e-11
RS0431 98.58 141.71 1.114e-10
RS0432 99.57 142.28 8.660e-11
RS0433 99.90 142.01 1.752e-10
RS0434 100.45 141.26 7.864e-11
RS0435 98.75 142.03 2.077e-10
RS0436 98.76 142.35 1.880e-10
RS0437 98.58 141.27 3.178e-10
RS0438 97.66 141.89 3.241e-10
RS0439 99.22 142.50 2.367e-10
RS0440 27.18 100.47 3.759e-11
RS0441 189.66 105.06 5.214e-11
RS0442 306.77 78.77 6.304e-08
RS0443 306.24 81.14 2.059e-10
RS0444 305.97 77.70 8.022e-09
RS0445 306.36 79.44 1.891e-08
RS0446 308.47 79.30 2.869e-10
RS0447 308.81 79.84 2.193e-10
RS0448 307.10 80.27 3.021e-10
RS0449 306.58 76.69 6.417e-10
RS0450 305.97 78.46 1.836e-08
RS0451 304.66 79.22 6.108e-10
RS0452 306.40 78.70 3.717e-10
RS0453 305.80 77.12 5.378e-10
RS0454 305.35 78.23 7.558e-10
RS0455 306.12 79.70 1.628e-08
RS0456 306.97 78.10 1.940e-08
RS0457 306.80 76.42 6.249e-10
RS0458 308.36 79.68 9.997e-09
RS0459 306.26 76.53 1.781e-09
RS0460 306.28 80.67 3.414e-09
RS0461 305.01 78.94 5.227e-09
RS0462 308.80 79.40 2.615e-10
RS0463 306.31 81.08 1.823e-10
RS0464 307.39 78.36 2.662e-10
RS0465 306.77 80.63 1.002e-09
RS0466 306.32 77.62 3.335e-10
RS0467 306.96 76.53 2.464e-10
RS0468 306.46 78.64 5.009e-10
RS0469 305.54 155.54 5.245e-09
RS0470 305.79 155.22 2.484e-10
RS0471 305.31 155.42 2.637e-10
RS0472 304.37 155.64 3.477e-10
RS0473 305.37 155.28 1.196e-10
RS0474 305.39 155.50 1.328e-10
RS0475 139.62 64.18 2.134e-10
RS0476 139.40 64.09 1.005e-10
RS0477 139.35 64.40 6.409e-11
RS0478 139.60 64.08 2.554e-10
RS0479 242.43 59.28 7.725e-09
RS0480 242.35 59.61 2.267e-11
RS0481 242.29 59.08 1.349e-10
RS0482 242.59 59.15 4.814e-11
RS0483 242.58 59.16 6.786e-11
RS0484 242.40 59.16 6.395e-11
RS0485 242.14 59.28 3.913e-11
RS0486 242.75 59.19 7.504e-11
RS0487 242.65 59.32 7.784e-11
RS0488 79.84 73.09 5.409e-10
RS0489 54.39 75.12 5.090e-10
RS0490 54.19 74.72 5.218e-10
RS0491 54.50 74.66 4.205e-10
RS0492 128.04 81.95 2.118e-10
RS0493 243.32 145.77 2.084e-09
RS0494 243.98 145.84 5.399e-11
RS0495 243.32 145.57 8.791e-11
RS0496 243.18 145.84 1.422e-10
RS0497 243.48 145.97 1.390e-10
RS0498 243.36 145.97 2.454e-10
RS0499 271.59 95.76 1.100e-11
RS0500 191.14 107.32 7.943e-08
RS0501 190.18 104.93 5.435e-10
RS0502 192.90 107.60 1.006e-09
RS0503 190.87 105.10 1.294e-09
RS0504 189.01 108.23 1.063e-09
RS0505 190.42 105.98 1.283e-09
RS0506 189.50 106.13 7.695e-10
RS0507 191.63 108.82 8.618e-10
RS0508 193.14 109.76 4.973e-10
RS0509 190.49 108.95 2.203e-08
RS0510 194.19 105.23 7.488e-10
RS0511 192.25 108.48 1.025e-09
RS0512 188.84 108.86 6.341e-10
RS0513 189.16 105.18 8.223e-10
RS0514 190.50 108.43 1.984e-08
RS0515 194.27 108.18 3.681e-10
RS0516 193.90 104.99 5.046e-10
RS0517 191.15 105.36 7.835e-10
RS0518 190.74 106.33 1.268e-09
RS0519 188.95 106.57 1.785e-10
RS0520 191.63 107.06 5.743e-10
RS0521 192.82 107.18 8.876e-10
RS0522 192.03 109.50 6.376e-10
RS0523 187.74 108.47 2.620e-09
RS0524 193.56 108.53 6.225e-10
RS0525 191.68 108.63 1.023e-09
RS0526 191.90 106.89 1.538e-08
RS0527 189.89 105.31 3.806e-10
RS0528 192.42 110.04 6.699e-10
RS0529 192.19 105.16 9.349e-10
RS0530 190.26 105.43 1.021e-09
RS0531 193.43 106.61 3.570e-09
RS0532 172.88 72.58 4.929e-11
RS0533 173.12 72.66 2.551e-11
RS0534 172.91 72.65 2.052e-10
RS0535 172.99 72.61 4.032e-11
RS0536 203.81 103.19 9.248e-11
RS0537 234.27 53.76 4.410e-10
RS0538 103.95 54.59 6.236e-09
RS0539 103.82 54.46 3.003e-11
RS0540 104.31 54.53 5.843e-11
RS0541 103.65 54.62 3.972e-11
RS0542 104.19 54.36 1.031e-10
RS0543 103.95 54.27 3.254e-11
RS0544 104.00 54.69 4.134e-11
RS0545 103.52 54.47 3.261e-11
RS0546 103.92 54.78 5.901e-11
RS0547 104.16 54.43 5.281e-11
RS0548 306.30 81.02 9.635e-12
RS0549 259.26 22.29 3.304e-11
RS0550 290.32 88.79 3.645e-10
RS0551 290.33 88.49 5.063e-10
RS0552 311.36 34.14 2.257e-09
RS0553 311.14 34.04 6.485e-10
RS0554 101.26 154.81 3.667e-11
RS0555 100.88 154.70 2.589e-11
RS0556 101.13 154.72 1.557e-11
RS0557 101.24 154.75 2.326e-11
RS0558 289.74 88.93 2.324e-09
RS0559 290.10 88.83 3.202e-10
RS0560 289.76 88.52 4.094e-10
RS0561 289.79 88.68 1.533e-10
RS0562 289.82 89.20 3.413e-10
RS0563 24.52 50.53 7.685e-10
RS0564 323.36 80.26 1.326e-09
RS0565 323.57 80.16 4.628e-11
RS0566 323.24 80.38 6.810e-11
RS0567 323.30 80.27 1.489e-10
RS0568 323.37 80.27 3.490e-11
RS0569 59.24 133.79 1.185e-09
RS0570 309.66 71.64 1.818e-10
RS0571 309.80 71.59 9.521e-11
RS0572 309.70 71.74 1.098e-10
RS0573 331.46 147.05 4.383e-09
RS0574 331.65 146.94 1.455e-11
RS0575 331.44 147.19 2.848e-11
RS0576 331.69 146.93 2.199e-11
RS0577 331.30 147.08 4.108e-11
RS0578 331.34 147.04 3.249e-11
RS0579 331.10 146.91 2.611e-11
RS0580 331.50 147.07 2.661e-11
RS0581 331.24 146.96 1.893e-11
RS0582 331.41 147.21 3.162e-11
RS0583 257.27 139.48 2.424e-10
RS0584 257.52 139.21 1.021e-10
RS0585 257.21 139.28 3.364e-10
RS0586 219.01 118.02 1.890e-10
RS0587 241.77 60.44 1.702e-09
RS0588 241.91 60.43 5.724e-11
RS0589 241.71 60.39 4.557e-11
RS0590 241.74 60.28 4.016e-11
RS0591 241.58 60.51 1.692e-11
RS0592 241.84 60.59 5.749e-11
RS0593 241.68 60.28 1.227e-11
RS0594 241.58 60.48 1.622e-11
RS0595 241.65 60.38 1.927e-11
RS0596 78.19 133.06 9.923e-11
RS0597 157.26 80.31 2.246e-08
RS0598 157.52 79.89 1.189e-09
RS0599 158.18 79.74 1.236e-09
RS0600 157.92 80.28 1.313e-09
RS0601 157.23 80.07 8.802e-10
RS0602 156.76 79.84 9.959e-10
RS0603 212.67 67.91 1.883e-08
RS0604 213.23 67.27 1.274e-10
RS0605 212.37 68.07 3.203e-09
RS0606 212.55 67.28 4.064e-11
RS0607 212.54 68.85 9.110e-11
RS0608 212.17 67.55 1.359e-09
RS0609 213.37 68.06 1.755e-09
RS0610 213.87 67.68 1.127e-10
RS0611 212.68 67.49 1.304e-10
RS0612 213.16 67.45 1.550e-10
RS0613 212.96 67.82 6.749e-11
RS0614 212.85 68.15 2.525e-09
RS0615 212.33 68.76 4.868e-11
RS0616 212.85 68.31 2.457e-09
RS0617 212.11 68.54 8.871e-11
RS0618 212.63 67.91 1.251e-10
RS0619 213.03 68.31 7.865e-11
RS0620 212.20 67.48 5.479e-11
RS0621 212.32 67.73 2.555e-09
RS0622 212.73 67.13 1.574e-10
RS0623 212.45 68.48 1.150e-10
RS0624 9.68 115.26 4.132e-09
RS0625 9.87 115.42 4.143e-11
RS0626 9.94 115.35 1.109e-10
RS0627 9.57 115.19 4.457e-11
RS0628 9.42 115.39 8.580e-11
RS0629 9.64 115.04 5.174e-11
RS0630 9.92 115.27 4.501e-11
RS0631 9.93 115.15 2.857e-11
RS0632 129.40 93.69 3.060e-11
RS0633 336.32 72.93 5.317e-11
RS0634 144.32 45.65 3.357e-10
RS0635 18.87 135.43 6.411e-10
RS0636 19.08 135.41 3.054e-11
RS0637 18.76 135.38 8.837e-12
RS0638 18.79 135.51 3.423e-11
RS0639 18.95 135.39 2.729e-11
RS0640 18.81 135.31 1.314e-11
RS0641 157.68 112.85 2.173e-08
RS0642 157.50 112.79 2.764e-10
RS0643 158.52 112.73 2.366e-10
RS0644 157.78 112.12 2.016e-10
RS0645 157.66 112.40 7.008e-10
RS0646 157.71 112.41 5.965e-10
RS0647 157.87 113.20 5.991e-10
RS0648 70.63 32.19 2.308e-09
RS0649 70.99 32.24 1.574e-11
RS0650 70.26 32.30 1.160e-11
RS0651 70.98 32.37 1.682e-11
RS0652 70.98 32.21 1.482e-11
RS0653 71.05 32.16 2.812e-11
RS0654 71.01 32.18 1.922e-11
RS0655 71.00 32.35 1.538e-11
RS0656 70.39 32.31 1.538e-11
RS0657 70.52 32.01 1.970e-11
RS0658 70.45 32.25 5.588e-12
RS0659 70.61 32.30 9.757e-12
RS0660 70.86 32.29 2.524e-11
RS0661 70.43 32.22 1.301e-11
RS0662 70.55 32.43 1.106e-11
RS0663 70.48 32.29 5.323e-10
RS0664 75.72 91.31 2.991e-07
RS0665 73.99 91.48 1.394e-09
RS0666 75.28 92.06 1.081e-09
RS0667 77.71 91.30 1.266e-09
RS0668 77.15 92.24 3.747e-09
RS0669 76.01 93.03 3.383e-09
RS0670 77.05 91.92 2.361e-09
RS0671 76.48 93.18 1.713e-09
RS0672 75.79 90.30 2.969e-09
RS0673 74.73 92.45 2.125e-09
RS0674 219.51 99.26 4.657e-10
RS0675 292.57 31.63 3.249e-09
RS0676 292.94 31.77 8.465e-11
RS0677 292.82 31.58 4.179e-11
RS0678 292.42 31.89 6.046e-11
RS0679 292.25 31.54 9.301e-11
RS0680 292.54 31.39 6.597e-11
RS0681 292.48 31.53 7.277e-11
RS0682 17.72 131.05 2.366e-09
RS0683 17.70 131.00 1.213e-11
RS0684 17.52 130.89 1.692e-11
RS0685 17.84 131.06 1.576e-11
RS0686 17.62 131.09 9.942e-10
RS0687 17.61 130.95 1.464e-11
RS0688 17.94 131.10 5.171e-11
RS0689 17.75 130.90 2.243e-11
RS0690 96.34 58.73 3.971e-08
RS0691 95.88 58.42 2.309e-10
RS0692 96.95 58.74 8.417e-10
RS0693 96.71 59.09 2.494e-10
RS0694 96.43 58.57 6.287e-10
RS0695 96.57 58.52 2.192e-10
RS0696 96.05 58.10 3.665e-10
RS0697 96.37 58.03 1.800e-10
RS0698 206.49 74.75 2.021e-10
