Name Equatorial Polar Luminosity
RS0130 179.38 32.40 1.427e-09
RS0131 187.73 41.68 1.407e-09
RS0132 189.31 37.34 1.473e-10
RS0133 193.83 34.66 3.747e-11
RS0134 183.61 37.88 3.285e-10
RS0135 186.71 38.87 4.440e-10
RS0136 193.74 37.33 1.146e-10
RS0137 191.78 28.66 1.154e-10
RS0138 182.91 36.14 6.441e-10
RS0139 191.69 34.98 1.839e-10
RS0140 190.28 33.31 2.944e-10
RS0141 193.42 30.50 2.198e-10
RS0142 193.53 35.53 2.579e-10
RS0143 183.22 39.46 1.176e-09
RS0144 191.48 36.87 5.229e-10
RS0145 186.76 27.20 7.279e-10
RS0146 181.00 34.60 1.544e-10
RS0147 183.27 34.67 2.506e-09
RS0148 353.89 28.59 3.144e-09
RS0149 353.81 27.54 1.675e-10
RS0150 354.98 29.62 9.187e-11
RS0151 353.92 30.41 6.146e-11
RS0152 356.68 27.90 4.299e-10
RS0153 356.27 29.49 2.727e-10
RS0154 352.79 28.92 1.827e-10
RS0155 350.97 28.66 6.629e-11
RS0156 355.01 29.80 3.908e-10
RS0157 334.96 99.97 2.534e-09
RS0158 336.89 99.30 5.498e-10
RS0159 336.28 98.61 4.698e-10
RS0160 335.55 102.16 1.476e-10
RS0161 335.29 100.74 9.187e-11
RS0162 336.40 100.65 4.411e-10
RS0163 333.63 98.73 7.109e-10
RS0164 333.63 101.77 4.697e-10
RS0165 334.50 98.64 4.169e-11
RS0166 211.56 147.30 2.326e-09
RS0167 206.93 148.47 1.578e-09
RS0168 208.12 143.64 6.332e-10
RS0169 215.21 147.08 2.002e-10
RS0170 205.66 144.45 2.290e-10
RS0171 212.84 143.90 1.164e-10
RS0172 210.78 151.29 1.321e-10
RS0173 214.37 144.82 3.258e-10
RS0174 208.63 143.40 1.912e-10
RS0175 218.71 145.71 2.953e-10
RS0176 216.19 145.85 2.673e-10
RS0177 209.62 143.67 4.871e-11
RS0178 209.46 143.67 5.071e-11
RS0179 213.59 149.35 1.214e-09
RS0180 207.09 144.10 7.799e-10
RS0181 217.88 145.28 3.279e-10
RS0182 214.77 146.35 1.604e-09
RS0183 131.09 124.48 9.197e-11
RS0184 196.46 79.68 3.525e-08
RS0185 191.10 87.42 6.022e-10
RS0186 187.39 75.05 1.540e-09
RS0187 191.88 84.88 1.231e-08
RS0188 213.48 86.63 5.019e-09
RS0189 212.71 91.32 1.544e-08
RS0190 204.62 81.04 1.673e-08
RS0191 207.52 78.71 3.242e-09
RS0192 208.37 61.70 3.055e-09
RS0193 210.35 86.26 3.541e-09
RS0194 201.16 63.87 2.113e-08
RS0195 186.20 71.85 2.024e-09
RS0196 198.19 68.91 5.565e-09
RS0197 174.94 76.72 3.078e-09
RS0198 208.37 86.01 1.004e-09
RS0199 186.96 63.19 9.045e-09
RS0200 201.97 62.40 8.940e-09
RS0201 196.12 89.38 2.338e-08
RS0202 256.90 59.36 4.551e-08
RS0203 254.06 59.64 2.007e-09
RS0204 261.37 59.31 4.333e-09
RS0205 251.30 53.64 3.509e-09
RS0206 252.31 51.10 1.163e-09
RS0207 255.91 59.52 7.272e-09
RS0208 260.97 56.59 8.217e-09
RS0209 249.13 60.97 7.983e-09
RS0210 266.05 57.97 6.982e-10
RS0211 253.54 57.89 4.132e-09
RS0212 237.62 49.38 1.266e-10
RS0213 236.36 50.55 3.434e-10
RS0214 238.65 50.47 5.100e-10
RS0215 236.99 50.60 2.023e-09
RS0216 39.05 93.37 7.251e-09
RS0217 35.66 96.58 1.145e-09
RS0218 41.04 93.00 2.269e-09
RS0219 36.81 89.58 1.779e-09
RS0220 38.68 96.54 3.870e-09
RS0221 39.51 91.07 6.576e-09
RS0222 21.91 67.28 3.039e-09
RS0223 24.50 68.29 2.959e-10
RS0224 22.31 66.75 7.828e-10
RS0225 18.64 66.55 6.947e-10
RS0226 23.80 66.95 1.139e-10
RS0227 18.62 66.55 1.108e-10
RS0228 22.82 66.16 4.316e-10
RS0229 21.69 65.65 6.845e-10
RS0230 23.41 68.96 1.669e-10
RS0231 143.80 58.16 2.018e-10
RS0232 241.71 87.16 9.390e-10
RS0233 239.61 87.74 6.990e-10
RS0234 242.37 88.72 6.345e-10
RS0235 243.25 87.27 1.729e-10
RS0236 241.53 85.10 6.344e-10
RS0237 241.94 84.82 1.738e-10
RS0238 240.37 87.55 6.327e-10
RS0239 166.02 4.24 4.525e-10
RS0240 301.27 142.90 4.691e-09
RS0241 300.82 143.61 7.238e-11
RS0242 300.30 143.70 2.557e-10
RS0243 300.54 140.50 1.958e-10
RS0244 299.18 141.05 1.166e-10
RS0245 300.90 141.55 5.027e-10
RS0246 299.41 141.23 4.441e-10
RS0247 300.25 142.03 1.756e-10
RS0248 276.83 157.56 2.595e-08
RS0249 243.48 158.97 1.849e-09
RS0250 255.70 166.69 1.142e-09
RS0251 260.83 154.79 3.224e-10
RS0252 279.95 147.00 2.858e-10
RS0253 287.15 161.98 3.048e-09
RS0254 255.45 161.84 7.856e-09
RS0255 308.10 162.29 1.977e-09
RS0256 291.55 143.47 2.374e-09
RS0257 256.30 161.98 7.632e-09
RS0258 305.26 156.26 1.302e-09
RS0259 297.07 152.72 1.302e-09
RS0260 268.51 161.33 8.916e-10
RS0261 297.84 145.52 1.979e-09
RS0262 264.76 160.42 5.409e-09
RS0263 265.81 153.87 5.736e-09
RS0264 304.21 157.00 1.338e-09
RS0265 243.57 166.28 2.081e-09
RS0266 279.29 150.03 9.101e-09
RS0267 267.71 153.35 5.617e-09
RS0268 244.87 156.28 1.015e-09
RS0269 275.29 154.26 1.290e-09
RS0270 279.28 161.87 9.324e-09
RS0271 166.41 147.41 1.901e-09
RS0272 167.60 147.56 7.756e-11
RS0273 166.71 147.58 9.522e-10
RS0274 163.38 147.52 2.162e-10
RS0275 167.21 148.03 4.967e-10
RS0276 165.78 146.80 3.682e-10
RS0277 311.62 88.71 6.615e-11
RS0278 311.88 88.42 5.687e-10
RS0279 311.36 87.75 4.155e-11
RS0280 311.22 87.96 6.291e-10
RS0281 338.97 22.84 3.049e-10
RS0282 217.70 136.98 8.152e-10
RS0283 219.63 138.00 4.812e-10
RS0284 219.61 138.91 1.975e-09
RS0285 225.11 37.26 4.577e-10
RS0286 225.38 36.75 7.122e-10
RS0287 224.51 37.44 6.251e-11
RS0288 131.74 70.75 4.929e-10
RS0289 100.96 119.09 2.616e-09
RS0290 99.50 119.13 6.783e-10
RS0291 101.25 121.49 1.117e-09
RS0292 99.80 120.54 2.877e-10
RS0293 99.99 116.91 1.903e-10
RS0294 100.53 118.02 3.930e-10
RS0295 102.75 119.96 6.893e-11
RS0296 227.94 149.72 5.454e-09
RS0297 230.47 151.12 9.851e-10
RS0298 230.19 150.25 6.862e-10
RS0299 230.97 149.86 2.203e-10
RS0300 43.87 123.82 4.072e-10
RS0301 154.59 94.96 1.564e-08
RS0302 153.92 94.70 8.948e-09
RS0303 150.21 96.15 1.410e-09
RS0304 152.72 90.44 6.432e-10
RS0305 154.34 91.94 1.214e-09
RS0306 154.33 91.29 1.153e-09
RS0307 157.25 90.36 5.063e-09
RS0308 151.49 92.34 1.761e-09
RS0309 283.19 96.00 3.240e-10
RS0310 81.04 150.90 8.403e-10
RS0311 80.50 150.14 9.948e-11
RS0312 83.25 150.68 2.366e-10
RS0313 81.06 150.69 4.270e-11
RS0314 83.94 152.36 2.363e-10
RS0315 85.14 150.53 6.583e-10
RS0316 131.83 12.44 1.320e-07
RS0317 101.10 16.89 6.139e-09
RS0318 100.81 10.63 3.342e-09
RS0319 127.37 21.27 1.827e-09
RS0320 128.68 20.32 7.792e-09
RS0321 13.36 2.47 3.911e-09
RS0322 71.00 4.77 3.393e-09
RS0323 146.01 16.70 1.857e-08
RS0324 327.15 139.02 3.110e-09
RS0325 326.92 140.83 4.500e-10
RS0326 260.75 32.87 3.315e-09
RS0327 251.04 30.66 2.360e-10
RS0328 262.76 35.24 1.376e-09
RS0329 255.16 28.29 2.062e-09
RS0330 272.76 33.72 2.268e-10
RS0331 264.73 30.91 9.679e-10
RS0332 268.72 34.98 9.650e-10
RS0333 260.97 38.35 7.984e-10
RS0334 250.23 32.39 4.305e-10
RS0335 265.81 35.35 5.535e-10
RS0336 264.26 32.94 2.307e-10
RS0337 255.38 32.17 8.996e-10
RS0338 267.79 36.03 1.069e-09
RS0339 242.66 62.02 6.452e-10
RS0340 310.18 124.10 4.474e-11
RS0341 88.46 64.49 4.403e-10
RS0342 345.52 121.32 1.200e-10
RS0343 71.65 84.90 6.719e-09
RS0344 72.43 83.47 7.995e-10
RS0345 356.64 114.73 1.581e-09
RS0346 356.25 114.85 1.991e-10
RS0347 357.36 115.29 1.628e-10
RS0348 356.42 113.72 1.340e-10
RS0349 52.07 79.31 6.525e-10
RS0350 163.35 77.03 1.645e-09
RS0351 347.73 111.61 2.006e-09
RS0352 347.26 110.26 1.626e-09
RS0353 346.58 113.83 7.650e-10
RS0354 348.57 112.26 3.862e-10
RS0355 347.62 112.11 5.304e-10
RS0356 83.47 122.65 8.189e-09
RS0357 82.16 123.36 1.484e-09
RS0358 84.84 120.93 5.488e-10
RS0359 83.86 124.41 3.945e-09
RS0360 41.22 109.35 1.753e-08
RS0361 45.34 109.25 3.770e-09
RS0362 46.55 107.79 2.937e-09
RS0363 35.60 108.62 2.624e-09
RS0364 44.69 102.64 9.991e-10
RS0365 50.16 112.68 2.565e-10
RS0366 40.15 103.57 1.033e-09
RS0367 43.03 118.90 4.389e-10
RS0368 41.69 116.41 1.327e-09
RS0369 35.22 106.80 2.272e-09
RS0370 42.89 111.77 4.150e-09
RS0371 39.97 110.43 2.215e-09
RS0372 37.10 105.46 2.444e-09
RS0373 47.53 108.61 2.850e-09
RS0374 38.33 100.61 1.131e-09
RS0375 108.86 77.78 7.400e-09
RS0376 109.39 77.51 5.111e-10
RS0377 111.09 78.10 1.483e-09
RS0378 109.48 81.46 2.714e-10
RS0379 110.25 79.17 1.457e-10
RS0380 109.49 75.67 4.383e-10
RS0381 105.90 75.19 4.844e-10
RS0382 111.80 79.87 9.268e-11
RS0383 113.74 79.24 8.139e-10
RS0384 108.99 79.75 5.729e-10
RS0385 218.99 135.01 4.470e-09
RS0386 220.44 136.44 4.384e-10
RS0387 223.95 136.67 5.153e-10
RS0388 223.50 132.85 6.062e-10
RS0389 218.25 138.08 3.027e-10
RS0390 219.38 137.83 1.274e-10
RS0391 220.01 134.59 9.726e-10
RS0392 219.61 136.67 1.538e-09
RS0393 216.76 138.40 1.163e-09
RS0394 221.82 133.82 4.892e-10
RS0395 215.54 134.35 2.169e-10
RS0396 221.29 136.08 2.966e-10
RS0397 215.15 135.19 4.423e-10
RS0398 312.63 144.30 1.592e-10
RS0399 44.27 106.44 7.163e-10
RS0400 45.50 107.09 6.760e-10
RS0401 45.15 107.90 3.797e-10
RS0402 44.51 104.28 6.819e-10
RS0403 45.29 105.39 1.203e-10
RS0404 43.52 107.92 2.039e-10
RS0405 46.37 106.51 2.819e-10
RS0406 44.93 107.15 3.419e-10
RS0407 165.08 94.41 2.489e-09
RS0408 166.38 94.30 9.652e-11
RS0409 163.51 92.60 4.058e-10
RS0410 167.65 93.22 7.610e-11
RS0411 165.95 91.89 1.704e-10
RS0412 163.14 94.86 5.829e-11
RS0413 165.79 92.41 7.457e-10
RS0414 167.00 93.99 2.315e-10
RS0415 163.96 95.20 3.630e-10
RS0416 166.32 93.68 7.713e-11
RS0417 193.79 131.27 6.931e-10
RS0418 192.28 129.95 4.595e-11
RS0419 192.83 131.10 7.026e-10
RS0420 192.48 131.31 1.805e-09
RS0421 279.14 49.84 2.307e-07
RS0422 266.30 61.61 3.551e-08
RS0423 246.50 87.03 3.764e-08
RS0424 175.82 16.52 2.092e-07
RS0425 317.31 46.54 1.498e-07
RS0426 263.43 74.78 1.632e-07
RS0427 322.47 68.33 5.263e-08
RS0428 323.60 51.25 1.599e-08
RS0429 257.57 65.14 1.884e-08
RS0430 334.91 49.12 1.812e-08
RS0431 268.20 82.22 3.873e-07
RS0432 325.60 17.91 2.837e-08
RS0433 284.06 37.93 6.411e-09
RS0434 291.93 70.24 5.973e-09
RS0435 180.00 90.00 6.273e-05
RS0436 13.17 43.21 7.229e-12
RS0437 176.63 35.43 1.218e-11
RS0438 230.36 118.05 5.988e-10
RS0439 230.42 118.05 5.845e-11
RS0440 230.37 118.21 7.329e-11
RS0441 230.21 118.03 2.059e-11
RS0442 230.18 118.06 8.919e-11
RS0443 340.10 83.35 1.634e-09
RS0444 189.09 71.25 9.281e-11
RS0445 115.05 24.54 1.398e-08
RS0446 114.91 24.18 1.337e-10
RS0447 114.64 24.98 5.094e-11
RS0448 114.29 24.10 1.652e-10
RS0449 114.81 24.48 8.019e-11
RS0450 114.57 24.61 4.117e-11
RS0451 114.08 24.48 1.343e-10
RS0452 114.51 24.90 1.452e-10
RS0453 116.74 24.71 1.224e-10
RS0454 114.17 24.94 1.316e-10
RS0455 114.53 24.57 5.441e-09
RS0456 113.95 24.94 2.457e-10
RS0457 159.24 104.31 2.331e-08
RS0458 158.73 103.87 6.181e-11
RS0459 158.95 104.72 9.277e-11
RS0460 159.35 104.59 6.422e-11
RS0461 159.03 104.50 1.906e-10
RS0462 159.56 104.25 9.390e-11
RS0463 159.77 104.30 1.096e-10
RS0464 160.05 104.22 1.174e-10
RS0465 159.50 104.74 4.961e-11
RS0466 159.22 104.93 1.374e-10
RS0467 159.66 104.85 2.643e-10
RS0468 158.79 103.80 2.076e-10
RS0469 158.91 104.54 8.107e-11
RS0470 158.73 103.90 2.056e-10
RS0471 159.13 104.27 7.872e-11
RS0472 337.34 132.44 1.130e-09
RS0473 337.09 132.35 1.307e-10
RS0474 136.74 56.49 3.917e-09
RS0475 136.83 56.93 2.909e-10
RS0476 136.83 56.85 2.939e-11
RS0477 136.40 56.06 5.158e-11
RS0478 136.43 56.37 1.368e-11
RS0479 136.99 56.61 8.857e-10
RS0480 136.55 56.81 1.090e-11
RS0481 136.46 56.80 1.509e-11
RS0482 137.08 56.90 9.873e-12
RS0483 136.55 56.65 2.722e-11
RS0484 136.44 56.69 5.148e-11
RS0485 136.53 56.38 8.957e-10
RS0486 136.54 56.25 2.883e-11
RS0487 137.01 56.07 1.636e-11
RS0488 137.11 56.30 6.366e-11
RS0489 137.06 56.68 3.343e-11
RS0490 137.45 56.49 3.321e-11
RS0491 136.77 56.76 5.414e-10
RS0492 136.93 56.34 8.405e-10
RS0493 137.06 56.28 5.491e-11
RS0494 137.21 56.54 4.778e-11
RS0495 136.48 56.87 5.048e-11
RS0496 6.54 63.90 4.580e-11
RS0497 6.32 64.33 1.968e-09
RS0498 6.29 64.17 1.316e-10
RS0499 6.47 64.18 9.576e-11
RS0500 252.41 113.58 3.887e-09
RS0501 252.22 113.28 1.041e-11
RS0502 252.21 113.30 4.927e-10
RS0503 251.86 113.46 5.144e-11
RS0504 252.40 113.95 2.006e-11
RS0505 251.91 113.92 1.565e-11
RS0506 252.00 113.75 3.044e-11
RS0507 252.54 114.02 5.646e-12
RS0508 252.36 113.87 2.114e-10
RS0509 252.88 113.73 2.776e-11
RS0510 252.90 114.00 8.434e-12
RS0511 252.19 113.68 9.002e-12
RS0512 252.39 113.49 3.581e-11
RS0513 252.21 113.88 3.113e-10
RS0514 251.72 113.62 2.922e-11
RS0515 252.03 113.44 2.398e-10
RS0516 252.29 113.33 3.151e-11
RS0517 252.64 113.22 1.310e-11
RS0518 252.77 113.26 1.777e-11
RS0519 252.30 113.53 1.879e-11
RS0520 252.06 113.19 2.636e-11
RS0521 252.21 113.43 1.366e-09
RS0522 252.75 113.62 2.391e-11
RS0523 252.10 113.98 2.347e-11
RS0524 252.39 113.22 3.608e-10
RS0525 107.62 74.52 5.535e-09
RS0526 108.09 74.62 2.540e-10
RS0527 107.66 74.49 1.765e-09
RS0528 107.74 75.05 2.620e-11
RS0529 107.43 74.52 1.342e-09
RS0530 107.28 74.21 2.194e-11
RS0531 107.76 74.77 2.612e-11
RS0532 108.00 74.41 3.770e-11
RS0533 108.06 74.36 2.207e-11
RS0534 107.71 74.96 6.059e-11
RS0535 107.71 74.00 1.321e-11
RS0536 107.95 74.43 4.858e-11
RS0537 107.19 74.60 3.563e-10
RS0538 107.45 74.39 1.549e-09
RS0539 107.59 74.67 4.783e-11
RS0540 108.19 74.21 2.440e-11
RS0541 107.61 74.86 3.258e-11
RS0542 107.50 74.48 1.255e-09
RS0543 107.45 74.20 2.202e-10
RS0544 107.61 74.57 3.292e-09
RS0545 107.90 74.72 5.980e-11
RS0546 107.80 74.63 9.518e-10
RS0547 107.33 60.06 1.760e-07
RS0548 106.96 60.91 1.919e-09
RS0549 106.77 59.18 1.632e-09
RS0550 105.51 60.35 2.318e-09
RS0551 107.24 59.22 8.768e-10
RS0552 107.32 58.40 3.974e-10
RS0553 107.00 59.98 9.257e-08
RS0554 104.96 59.28 1.109e-09
RS0555 108.07 60.91 6.125e-10
RS0556 106.41 59.92 1.225e-09
RS0557 224.20 82.15 5.000e-08
RS0558 224.01 81.84 6.242e-10
RS0559 223.50 82.26 1.267e-10
RS0560 224.78 82.49 2.945e-10
RS0561 224.53 82.37 1.596e-10
RS0562 224.75 81.85 2.270e-10
RS0563 224.16 81.54 7.527e-11
RS0564 223.68 81.70 2.592e-10
RS0565 224.66 82.62 5.521e-10
RS0566 223.69 81.68 2.478e-10
RS0567 223.55 82.28 8.626e-11
RS0568 171.16 15.40 4.694e-11
RS0569 171.03 15.25 1.880e-11
RS0570 171.20 15.33 4.718e-11
RS0571 117.99 91.78 8.558e-11
RS0572 288.13 122.22 1.355e-08
RS0573 288.39 122.27 6.033e-11
RS0574 287.99 122.19 9.663e-11
RS0575 288.24 122.35 1.308e-10
RS0576 287.88 121.93 1.280e-10
RS0577 288.51 122.43 7.884e-11
RS0578 288.29 122.37 1.091e-10
RS0579 287.84 121.89 5.711e-11
RS0580 288.28 122.31 8.217e-11
RS0581 287.83 122.21 2.627e-09
RS0582 288.08 121.99 1.299e-10
RS0583 344.94 72.81 1.854e-10
RS0584 344.95 72.82 4.063e-11
RS0585 344.87 72.72 7.751e-12
RS0586 344.89 72.83 1.438e-11
RS0587 344.86 72.72 2.060e-11
RS0588 283.84 165.84 2.684e-08
RS0589 283.59 165.36 9.600e-10
RS0590 282.70 166.38 4.665e-10
RS0591 283.29 166.58 2.471e-10
RS0592 282.63 166.07 5.653e-10
RS0593 281.59 166.41 4.650e-10
RS0594 263.23 72.32 1.976e-11
RS0595 263.20 72.29 1.994e-11
RS0596 263.18 72.28 9.808e-12
RS0597 140.98 42.73 5.439e-11
RS0598 232.08 96.36 4.110e-08
RS0599 232.59 95.44 1.236e-09
RS0600 232.11 96.25 2.928e-09
RS0601 231.58 95.48 2.447e-09
RS0602 231.50 95.95 2.937e-09
RS0603 102.72 143.97 3.933e-11
RS0604 178.97 67.57 2.649e-11
RS0605 335.34 108.89 1.471e-07
RS0606 335.88 108.97 3.368e-08
RS0607 333.23 110.38 7.845e-10
RS0608 337.71 109.25 8.594e-10
RS0609 333.30 110.65 1.018e-09
RS0610 334.85 108.30 5.461e-10
RS0611 334.73 109.22 1.907e-08
RS0612 333.64 110.60 5.085e-10
RS0613 334.75 107.78 2.995e-10
RS0614 334.47 110.55 1.224e-09
RS0615 336.87 109.06 1.235e-09
RS0616 333.07 108.06 8.294e-10
RS0617 336.04 107.84 8.591e-10
RS0618 337.39 109.55 1.011e-09
RS0619 333.91 109.10 5.437e-10
RS0620 335.67 109.21 4.669e-10
RS0621 334.89 107.20 1.624e-09
RS0622 336.64 107.66 1.566e-09
RS0623 17.83 126.89 5.075e-11
RS0624 17.70 126.85 3.113e-11
RS0625 306.29 144.11 1.900e-08
RS0626 306.72 144.81 1.470e-09
RS0627 306.80 143.06 1.607e-09
RS0628 305.87 144.43 2.287e-09
RS0629 305.62 143.86 8.254e-10
RS0630 306.95 143.53 1.292e-09
RS0631 199.16 93.06 1.083e-11
RS0632 126.27 69.12 1.918e-08
RS0633 126.95 69.52 1.657e-10
RS0634 126.57 69.19 3.045e-10
RS0635 126.31 68.97 2.412e-10
RS0636 125.88 68.90 6.392e-10
RS0637 126.79 69.49 1.787e-10
RS0638 126.56 68.49 4.581e-10
RS0639 345.48 118.26 2.316e-10
RS0640 345.26 118.39 5.503e-10
RS0641 345.35 118.64 8.317e-10
RS0642 307.70 112.86 2.953e-10
RS0643 307.79 113.05 8.187e-11
RS0644 307.73 113.11 2.055e-10
RS0645 121.45 99.38 1.625e-09
RS0646 121.36 99.37 1.415e-11
RS0647 121.61 99.39 1.621e-11
RS0648 121.46 99.41 2.960e-11
RS0649 121.38 99.34 4.162e-11
RS0650 121.25 99.32 3.627e-11
RS0651 121.40 99.33 4.602e-11
RS0652 121.38 99.47 2.368e-11
RS0653 121.59 99.43 3.184e-11
RS0654 30.23 128.13 4.101e-09
RS0655 30.09 128.43 1.278e-10
RS0656 30.54 127.97 4.649e-11
RS0657 29.95 128.37 4.858e-11
RS0658 30.40 128.16 9.456e-11
RS0659 30.33 128.07 1.403e-10
RS0660 29.86 128.02 1.629e-10
RS0661 193.47 41.78 2.453e-10
RS0662 38.68 77.56 3.724e-10
RS0663 279.42 100.61 9.919e-11
RS0664 39.86 37.25 2.906e-09
RS0665 39.89 37.56 2.033e-10
RS0666 39.87 37.32 1.299e-10
RS0667 40.00 37.32 2.815e-10
RS0668 39.51 37.52 2.398e-10
RS0669 230.74 130.96 1.416e-10
RS0670 230.76 130.78 3.257e-11
RS0671 230.91 130.96 8.890e-11
RS0672 230.90 130.98 1.273e-10
RS0673 318.11 34.49 2.763e-07
RS0674 311.91 35.08 3.028e-09
RS0675 323.66 33.67 3.090e-09
RS0676 316.58 33.43 6.767e-10
RS0677 318.26 34.79 4.059e-09
RS0678 313.52 34.33 4.878e-08
RS0679 315.14 34.71 2.898e-09
RS0680 312.83 34.30 7.726e-10
RS0681 319.36 36.72 9.436e-10
RS0682 315.49 32.48 5.591e-10
RS0683 317.59 34.85 9.302e-08
RS0684 313.74 36.76 1.293e-09
RS0685 320.30 33.59 8.928e-10
RS0686 318.64 36.83 2.298e-09
RS0687 317.21 34.33 1.174e-09
RS0688 314.33 32.93 1.536e-09
RS0689 315.53 30.55 2.222e-09
RS0690 313.97 34.32 1.779e-09
RS0691 310.78 31.48 9.289e-10
RS0692 326.81 34.66 4.576e-10
RS0693 323.52 32.22 1.016e-08
RS0694 325.25 36.52 5.463e-10
RS0695 318.51 32.66 7.552e-10
RS0696 308.72 33.88 2.341e-09
RS0697 317.26 30.87 2.216e-08
RS0698 321.91 39.40 1.062e-09
