Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00118 191.4462 127.4512 2.051e-16 2.215e-16 1.908e-16 0.0 -3.2
S00119 191.1313 127.4907 1.815e-15 1.573e-15 8.576e-16 0.0 -2.11
S00120 192.1953 128.0063 8.364e-16 7.927e-16 5.257e-16 0.001 -1.5
S00121 191.7793 127.8615 1.237e-20 3.333e-20 1.946e-19 0.0 -2.58
S00122 191.5145 127.5582 5.754e-18 9.011e-18 1.721e-17 0.0 -2.35
S00123 191.6011 128.6534 5.322e-18 8.242e-18 1.446e-17 0.0 -1.49
S00124 191.5536 128.0059 3.678e-14 3.665e-14 2.716e-14 0.0 -2.13
S00125 191.2541 127.1689 2.896e-17 3.782e-17 4.837e-17 0.0 -1.78
S00126 191.0027 127.7862 2.882e-19 2.026e-19 7.311e-20 0.001 -2.82
S00127 191.8342 128.2087 3.647e-14 3.061e-14 1.612e-14 0.0 -2.33
S00128 191.4411 127.5881 3.563e-17 4.779e-17 6.061e-17 0.0 -2.65
S00129 191.6922 127.6047 2.259e-15 2.030e-15 1.194e-15 0.0 -2.62
S00130 191.0352 128.0158 1.455e-17 2.070e-17 3.241e-17 0.001 -2.77
S00131 191.0999 127.5636 3.801e-17 4.800e-17 5.719e-17 0.001 -2.61
S00132 191.758 128.0205 3.936e-19 7.492e-19 2.068e-18 0.0 -2.91
S00133 191.5572 128.2453 6.078e-16 6.213e-16 4.745e-16 0.0 -1.84
S00134 191.2076 127.9048 2.724e-16 2.897e-16 2.384e-16 0.0 -2.48
S00135 191.6465 127.9576 1.287e-15 1.255e-15 8.340e-16 0.0 -2.24
S00136 191.1819 127.5844 3.826e-19 7.353e-19 2.058e-18 0.0 -2.98
S00137 191.4643 128.1553 6.606e-17 8.114e-17 8.795e-17 0.0 -2.29
S00138 191.7514 127.5504 4.228e-20 8.832e-20 2.842e-19 0.0 -2.69
S00139 191.0988 127.8722 2.855e-14 2.622e-14 1.627e-14 0.001 -2.89
S00140 191.2503 128.0818 1.384e-20 3.508e-20 1.775e-19 0.0 -2.34
S00141 190.9121 127.9158 3.007e-18 4.939e-18 1.002e-17 0.001 -1.6
S00142 191.2812 127.4372 2.560e-19 5.268e-19 1.732e-18 0.0 -2.77
S00143 191.8 128.2295 1.514e-19 3.113e-19 9.707e-19 0.001 -2.42
S00144 191.0437 127.7797 7.793e-11 5.436e-11 1.911e-11 0.0 -3.02
S00145 190.6638 127.9937 1.756e-19 3.768e-19 1.334e-18 0.0 -1.71
S00146 191.2693 128.0551 1.173e-16 1.334e-16 1.284e-16 0.0 -2.52
S00147 191.9153 127.6545 6.919e-20 1.432e-19 4.840e-19 0.0 -2.78
S00148 191.3241 127.4755 9.242e-16 8.610e-16 5.345e-16 0.0 -1.49
S00149 192.0401 127.7965 1.060e-15 1.023e-15 7.169e-16 0.0 -2.46
S00150 191.5172 127.9183 9.241e-19 1.705e-18 4.403e-18 0.001 -1.9
S00151 192.0529 128.08 3.837e-15 3.278e-15 1.687e-15 0.0 -1.94
S00152 191.8265 128.151 8.906e-21 2.620e-20 1.858e-19 0.0 -1.66
S00153 191.7154 128.5186 2.173e-18 3.604e-18 7.186e-18 0.0 -1.67
S00154 191.3742 128.0752 1.409e-14 1.155e-14 5.503e-15 0.001 -1.46
S00155 191.9473 127.4517 1.891e-18 3.178e-18 6.528e-18 0.0 -2.41
S00156 191.5601 127.7272 2.322e-15 2.082e-15 1.184e-15 0.0 -2.24
S00157 190.9961 128.099 3.109e-16 3.478e-16 3.130e-16 0.0 -2.47
S00158 191.4626 127.8903 5.294e-15 4.684e-15 2.661e-15 0.0 -3.2
S00159 191.1453 128.1934 2.424e-19 4.897e-19 1.577e-18 0.0 -2.11
S00160 191.6849 127.7847 1.554e-14 1.302e-14 6.521e-15 0.001 -1.87
S00161 191.1179 127.8233 5.336e-19 9.888e-19 2.502e-18 0.0 -1.64
S00162 192.0912 127.9624 3.396e-19 6.842e-19 2.057e-18 0.0 -2.53
S00163 191.659 127.5103 8.063e-18 1.172e-17 1.776e-17 0.0 -1.78
S00164 191.321 128.0101 2.730e-11 1.832e-11 6.140e-12 0.0 -3.05
S00165 191.6961 128.2534 9.220e-18 1.348e-17 2.104e-17 0.0 -3.31
S00166 191.1795 127.6476 1.520e-19 3.389e-19 1.288e-18 0.0 -1.86
S00167 191.4595 127.5119 1.921e-15 1.714e-15 9.676e-16 0.0 -1.66
S00168 191.4214 127.8104 4.477e-21 1.185e-20 6.266e-20 0.0 -3.21
S00169 191.7297 128.3953 2.144e-15 1.838e-15 9.529e-16 0.0 -2.78
S00170 191.9838 127.6621 8.108e-17 1.025e-16 1.200e-16 0.0 -1.64
S00171 191.3583 127.5365 1.093e-18 2.006e-18 4.873e-18 0.001 -2.43
S00172 191.4795 127.6122 2.293e-18 3.492e-18 6.111e-18 0.0 -2.89
S00173 191.1246 128.1259 5.688e-18 8.433e-18 1.362e-17 0.001 -2.44
S00174 191.5929 127.7653 1.011e-15 9.899e-16 6.874e-16 0.0 -2.07
S00175 191.5767 127.7655 3.209e-19 2.264e-19 7.949e-20 0.0 -2.25
S00176 191.2034 127.4503 2.877e-16 3.007e-16 2.408e-16 0.0 -3.18
S00177 191.9986 127.7667 7.082e-15 6.750e-15 4.641e-15 0.0 -3.04
S00178 191.0866 128.2848 8.025e-15 6.962e-15 3.751e-15 0.001 -2.27
S00179 191.804 128.1395 5.797e-20 1.281e-19 4.815e-19 0.001 -1.59
S00180 192.094 127.9576 8.490e-20 1.994e-19 8.527e-19 0.0 -2.34
S00181 191.9895 128.2652 2.011e-15 2.052e-15 1.500e-15 0.0 -2.67
S00182 191.8575 127.7378 9.026e-11 6.252e-11 2.240e-11 0.0 -2.79
S00183 191.5497 127.3264 4.677e-16 4.961e-16 4.027e-16 0.001 -1.92
S00184 190.9059 128.2127 2.634e-14 2.764e-14 2.243e-14 0.0 -1.48
S00185 191.3792 128.1657 5.770e-15 4.811e-15 2.475e-15 0.0 -2.05
S00186 191.497 127.8889 3.195e-18 5.027e-18 9.237e-18 0.0 -2.24
S00187 190.806 127.5092 6.141e-14 4.448e-14 1.728e-14 0.0 -2.43
S00188 190.8566 127.5432 4.249e-18 6.380e-18 1.074e-17 0.0 -1.65
S00189 191.527 128.0923 3.573e-19 2.497e-19 8.607e-20 0.0 -2.15
S00190 191.0996 127.9273 9.602e-21 2.787e-20 1.849e-19 0.0 -2.42
S00191 191.3492 128.4669 1.270e-15 2.218e-15 5.240e-15 0.001 -2.83
S00192 191.3906 127.4826 1.506e-14 1.284e-14 6.413e-15 0.0 -3.54
S00193 191.701 127.9128 9.166e-11 6.305e-11 2.259e-11 0.0 -3.47
S00194 191.0 128.0926 6.062e-16 6.068e-16 4.481e-16 0.001 -2.17
S00195 191.5263 128.2292 4.944e-16 5.342e-16 4.498e-16 0.0 -2.71
S00196 191.3218 128.122 2.169e-14 1.669e-14 7.122e-15 0.0 -3.04
S00197 191.7757 127.5623 5.104e-16 5.095e-16 3.727e-16 0.001 -2.29
S00198 191.6396 127.8519 6.982e-11 5.060e-11 1.889e-11 0.001 -2.36
S00199 191.7183 127.6602 1.506e-21 4.652e-21 3.571e-20 0.0 -3.29
S00200 191.3823 127.4944 1.191e-19 2.777e-19 1.162e-18 0.0 -2.88
S00201 192.1499 127.5272 1.018e-14 8.553e-15 4.252e-15 0.0 -2.73
S00202 192.0933 127.456 2.289e-17 3.086e-17 4.221e-17 0.0 -2.67
S00203 191.4322 127.7601 2.736e-19 1.926e-19 6.900e-20 0.0 -2.53
S00204 191.3305 128.6882 1.166e-16 1.401e-16 1.505e-16 0.0 -3.22
S00205 191.4728 128.5719 9.498e-17 1.099e-16 1.048e-16 0.001 -2.35
S00206 191.5284 128.1341 1.601e-17 2.218e-17 3.066e-17 0.0 -2.06
S00207 191.172 128.4615 1.059e-15 1.036e-15 7.125e-16 0.001 -2.9
S00208 191.9492 127.7417 1.233e-19 2.354e-19 6.336e-19 0.0 -2.24
S00209 191.7917 127.946 4.020e-16 4.465e-16 4.012e-16 0.001 -2.59
S00210 192.6171 127.4986 4.422e-14 3.343e-14 1.387e-14 0.0 -2.2
S00211 191.6006 128.002 4.555e-15 3.991e-15 2.139e-15 0.0 -2.25
S00212 191.0812 128.0239 3.338e-14 2.707e-14 1.235e-14 0.001 -1.78
S00213 191.6135 127.5492 2.453e-17 3.439e-17 4.891e-17 0.0 -2.67
S00214 191.8033 128.254 4.737e-17 6.026e-17 7.156e-17 0.0 -1.89
S00215 191.4858 127.8531 1.149e-10 8.184e-11 2.987e-11 0.001 -2.02
S00216 191.3357 128.1019 1.458e-14 1.456e-14 1.022e-14 0.001 -2.2
S00217 191.9372 128.0297 4.986e-16 5.134e-16 3.907e-16 0.0 -3.33
S00218 191.537 127.9456 1.853e-14 2.128e-14 2.024e-14 0.001 -1.91
S00219 191.8043 127.4582 2.586e-15 2.324e-15 1.382e-15 0.0 -2.98
S00220 191.4371 127.7601 7.754e-14 5.592e-14 2.121e-14 0.0 -2.7
S00221 191.6936 127.8836 8.719e-15 9.610e-15 8.460e-15 0.001 -2.73
S00222 191.5012 127.9067 5.343e-16 5.489e-16 4.171e-16 0.0 -2.93
S00223 191.5866 127.9543 8.001e-22 3.254e-21 4.440e-20 0.001 -2.64
S00224 192.3399 127.9615 6.232e-21 1.515e-20 6.836e-20 0.001 -3.46
S00225 191.4742 127.4575 7.609e-17 9.384e-17 1.082e-16 0.0 -2.86
S00226 191.6691 128.4986 7.436e-20 1.588e-19 5.525e-19 0.0 -2.71
S00227 191.3909 127.8859 1.184e-16 1.459e-16 1.593e-16 0.0 -2.28
S00228 191.8997 127.9895 6.943e-16 7.240e-16 5.625e-16 0.0 -2.49
S00229 191.2262 128.1549 4.234e-14 3.181e-14 1.309e-14 0.001 -2.46
S00230 191.2109 128.1483 1.879e-16 2.083e-16 1.833e-16 0.001 -2.53
S00231 191.815 127.6657 4.410e-15 3.967e-15 2.262e-15 0.0 -3.08
S00232 191.4364 127.5348 3.475e-24 2.099e-23 6.163e-22 0.001 -2.81
S00233 191.2019 128.0143 7.693e-16 7.194e-16 4.352e-16 0.0 -2.31
S00234 191.1702 127.5771 4.035e-18 6.824e-18 1.467e-17 0.0 -2.21
S00235 191.3997 127.6488 1.561e-17 2.146e-17 2.966e-17 0.0 -3.03
S00236 191.2836 127.9474 3.450e-19 6.591e-19 1.867e-18 0.0 -3.34
S00237 191.2865 127.5592 4.717e-21 1.476e-20 1.184e-19 0.001 -3.3
S00238 192.0266 127.5406 3.334e-19 2.350e-19 8.234e-20 0.0 -2.83
S00239 191.1631 127.5968 2.908e-17 3.714e-17 4.350e-17 0.0 -3.36
S00240 191.2598 127.6925 1.632e-15 1.532e-15 9.845e-16 0.0 -2.72
S00241 191.1864 127.8987 2.975e-20 6.339e-20 2.221e-19 0.0 -1.88
S00242 191.2294 127.6534 4.261e-20 9.642e-20 3.862e-19 0.0 -1.88
S00243 190.9918 128.002 3.495e-20 8.512e-20 3.888e-19 0.001 -3.3
S00244 191.8848 127.58 3.215e-15 2.860e-15 1.651e-15 0.0 -3.16
S00245 191.7726 127.9043 4.502e-20 9.799e-20 3.477e-19 0.001 -2.67
S00246 191.9756 128.245 1.658e-19 3.641e-19 1.341e-18 0.001 -1.97
S00247 191.9067 127.7913 1.848e-17 2.500e-17 3.374e-17 0.0 -3.26
S00248 192.0121 127.8189 1.485e-16 1.749e-16 1.790e-16 0.0 -3.01
S00249 191.4247 127.9754 1.741e-14 1.346e-14 5.695e-15 0.0 -2.51
S00250 191.5114 128.3182 4.476e-16 4.647e-16 3.584e-16 0.0 -1.5
S00251 191.8263 127.6322 6.790e-11 6.858e-11 5.228e-11 0.0 -1.88
S00252 191.1595 127.5229 7.321e-18 1.135e-17 2.053e-17 0.0 -2.35
S00253 191.3864 128.4393 1.284e-15 1.399e-15 1.209e-15 0.0 -1.66
S00254 192.0296 127.8761 4.233e-20 8.838e-20 2.972e-19 0.0 -2.37
S00255 191.0238 127.9169 2.205e-18 3.769e-18 8.409e-18 0.001 -2.78
S00256 191.4831 127.961 1.237e-11 8.297e-12 2.642e-12 0.0 -3.16
S00257 191.5304 127.7705 1.358e-16 1.582e-16 1.556e-16 0.0 -3.12
S00258 191.2853 127.8873 1.079e-15 1.027e-15 6.534e-16 0.001 -2.02
S00259 191.7193 128.1177 6.738e-17 8.260e-17 9.029e-17 0.0 -1.98
S00260 190.8586 127.6649 8.022e-20 1.691e-19 5.757e-19 0.0 -2.16
S00261 190.9831 128.1444 2.946e-20 6.927e-20 3.082e-19 0.001 -3.0
S00262 191.2867 128.1562 1.276e-17 1.760e-17 2.528e-17 0.0 -3.32
S00263 191.5152 127.9124 2.395e-19 5.030e-19 1.736e-18 0.001 -3.27
S00264 191.1916 127.8318 1.825e-20 4.276e-20 1.825e-19 0.0 -1.82
S00265 191.8366 127.4714 6.166e-15 5.211e-15 2.776e-15 0.001 -1.7
S00266 191.047 127.4895 4.535e-19 8.578e-19 2.372e-18 0.0 -2.22
S00267 192.0744 127.9381 9.029e-15 8.540e-15 5.513e-15 0.0 -2.73
S00268 191.7309 127.6939 1.329e-15 1.312e-15 8.986e-16 0.0 -2.65
S00269 190.8293 127.9941 4.803e-19 3.155e-19 1.020e-19 0.0 -3.45
S00270 191.1386 127.7587 2.810e-17 3.471e-17 3.877e-17 0.0 -2.88
S00271 191.633 128.0116 9.905e-17 1.194e-16 1.300e-16 0.0 -2.0
S00272 191.5385 127.7605 2.259e-14 1.752e-14 7.867e-15 0.0 -2.29
S00273 191.2376 128.1888 4.144e-20 9.444e-20 3.872e-19 0.0 -2.21
S00274 191.8248 128.0047 7.732e-16 7.515e-16 5.080e-16 0.0 -2.53
S00275 191.3233 127.8871 6.358e-15 6.190e-15 4.362e-15 0.0 -2.95
S00276 191.8507 127.6945 4.815e-14 3.546e-14 1.421e-14 0.0 -2.94
S00277 191.2622 128.3673 4.663e-16 4.931e-16 3.985e-16 0.001 -1.93
S00278 191.4824 127.7642 4.343e-19 8.540e-19 2.472e-18 0.001 -2.21
S00279 191.4665 128.2144 7.106e-16 7.446e-16 5.835e-16 0.0 -2.29
S00280 191.855 128.033 1.150e-16 1.322e-16 1.238e-16 0.001 -1.85
S00281 191.2993 128.3514 1.729e-17 2.228e-17 2.717e-17 0.001 -2.35
S00282 191.9672 127.4611 2.565e-19 1.805e-19 6.769e-20 0.0 -1.76
S00283 191.6688 127.7089 1.089e-14 9.226e-15 4.693e-15 0.0 -2.87
S00284 191.8544 128.4832 1.986e-21 6.283e-21 4.822e-20 0.0 -1.18
S00285 191.7374 128.4152 6.605e-21 1.754e-20 9.649e-20 0.0 -1.59
S00286 191.1117 127.6616 3.482e-19 2.392e-19 8.265e-20 0.0 -2.04
S00287 190.986 128.0049 2.296e-21 6.667e-21 4.309e-20 0.0 -2.01
S00288 191.9317 127.5599 1.286e-18 2.124e-18 4.458e-18 0.0 -2.32
S00289 192.1588 127.5339 9.949e-11 7.297e-11 2.782e-11 0.001 -2.25
S00290 191.633 128.1047 4.384e-19 2.981e-19 9.956e-20 0.0 -3.24
S00291 191.288 128.4518 6.188e-17 7.684e-17 8.523e-17 0.0 -2.14
S00292 191.4202 127.6729 1.466e-19 3.225e-19 1.182e-18 0.001 -1.91
S00293 191.1379 128.0203 4.089e-20 8.471e-20 2.761e-19 0.0 -2.92
S00294 191.6388 127.9001 3.937e-14 3.042e-14 1.255e-14 0.0 -2.79
S00295 191.591 128.1405 1.552e-16 1.809e-16 1.748e-16 0.001 -2.61
S00296 192.0615 127.5425 1.195e-15 1.135e-15 7.315e-16 0.001 -2.52
S00297 191.3825 128.519 7.376e-19 1.292e-18 3.010e-18 0.001 -3.06
S00298 191.6578 128.1497 4.054e-15 3.466e-15 1.838e-15 0.0 -3.26
S00299 191.2349 127.2619 1.300e-14 1.100e-14 5.628e-15 0.001 -2.33
S00300 191.9618 128.0076 1.231e-20 3.344e-20 1.915e-19 0.001 -1.89
S00301 191.5392 127.8037 4.858e-18 7.515e-18 1.364e-17 0.0 -2.15
S00302 191.8246 127.5101 4.415e-19 8.361e-19 2.274e-18 0.0 -3.16
S00303 191.3858 128.1788 6.645e-17 8.029e-17 8.351e-17 0.0 -3.1
S00304 191.758 128.2911 8.767e-21 2.229e-20 1.152e-19 0.0 -2.16
S00305 191.0182 128.083 2.054e-10 1.480e-10 5.745e-11 0.0 -2.94
S00306 191.4034 128.2944 1.067e-15 1.065e-15 7.589e-16 0.0 -1.54
S00307 191.4441 127.9709 1.257e-10 9.620e-11 4.243e-11 0.0 -2.04
S00308 191.9377 128.21 2.221e-16 2.445e-16 2.138e-16 0.0 -3.43
S00309 191.7056 127.5961 4.348e-19 2.943e-19 9.646e-20 0.001 -1.32
S00310 191.59 128.0873 2.373e-19 4.717e-19 1.407e-18 0.001 -2.59
S00311 191.8093 127.8905 1.946e-13 1.371e-13 4.955e-14 0.0 -2.96
S00312 191.6641 127.9166 3.707e-19 6.793e-19 1.711e-18 0.001 -2.05
S00313 192.1019 128.291 6.489e-16 6.362e-16 4.410e-16 0.001 -3.09
S00314 191.6661 128.2209 1.961e-18 3.266e-18 6.633e-18 0.001 -2.69
S00315 191.2292 127.9179 2.532e-15 2.958e-15 2.961e-15 0.0 -3.12
S00316 191.9092 127.9152 8.492e-20 1.758e-19 5.441e-19 0.001 -3.1
S00317 191.5869 127.5183 1.457e-21 4.479e-21 3.419e-20 0.0 -2.82
S00318 191.9646 127.7892 1.998e-22 7.384e-22 8.403e-21 0.0 -2.66
