Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00064 319.8466 123.9721 3.993e-22 9.032e-22 3.624e-21 0.0 20.33
S00065 319.8867 123.9993 3.558e-23 9.767e-23 5.871e-22 0.001 20.09
S00066 319.8293 124.0053 3.646e-22 9.236e-22 4.628e-21 0.0 19.95
S00067 319.7678 123.895 4.158e-18 4.259e-18 3.208e-18 0.0 21.03
S00068 319.834 124.0251 3.089e-17 2.793e-17 1.705e-17 0.0 20.02
S00069 319.8099 123.9808 1.503e-20 2.628e-20 6.080e-20 0.0 20.67
S00070 319.7709 123.9061 5.970e-22 1.460e-21 6.924e-21 0.0 21.04
S00071 319.7533 123.9444 2.158e-22 5.160e-22 2.277e-21 0.0 21.02
S00072 319.7995 123.9764 1.846e-23 5.085e-23 3.066e-22 0.0 20.97
S00073 319.8147 123.9752 1.224e-20 1.985e-20 3.993e-20 0.0 21.04
S00074 319.7943 123.9699 1.699e-12 1.399e-12 6.665e-13 0.0 20.88
S00075 319.8182 123.9891 5.778e-24 2.062e-23 2.068e-22 0.0 20.32
S00076 319.7222 123.9229 2.897e-18 3.054e-18 2.409e-18 0.0 20.97
S00077 319.7842 123.9782 2.124e-19 2.697e-19 3.184e-19 0.0 20.76
S00078 319.8107 123.9743 2.387e-22 5.859e-22 2.721e-21 0.0 20.92
S00079 319.8632 124.0226 3.173e-20 5.605e-20 1.282e-19 0.0 19.83
S00080 319.8673 123.9798 6.214e-20 9.775e-20 1.769e-19 0.0 20.21
S00081 319.7729 124.0817 1.298e-21 2.862e-21 1.041e-20 0.0 20.29
S00082 319.8763 124.0122 1.936e-23 5.885e-23 4.273e-22 0.0 19.87
S00083 319.7792 123.991 9.401e-22 2.084e-21 7.905e-21 0.0 20.6
S00084 319.8634 123.9416 5.893e-18 5.611e-18 3.720e-18 0.0 20.49
S00085 319.8482 124.0132 3.508e-16 2.598e-16 1.078e-16 0.0 19.88
S00086 319.8121 123.9691 4.108e-22 9.887e-22 4.460e-21 0.0 21.0
S00087 319.8683 123.996 3.430e-24 1.260e-23 1.330e-22 0.0 20.05
S00088 319.8036 123.9864 6.253e-22 1.541e-21 7.151e-21 0.0 20.63
S00089 319.7869 123.9831 5.143e-22 1.157e-21 4.520e-21 0.0 20.77
S00090 319.7965 123.9742 4.717e-19 5.903e-19 6.815e-19 0.0 20.99
S00091 319.8111 123.986 4.506e-23 1.377e-22 1.033e-21 0.0 20.59
S00092 319.7601 123.9672 1.235e-22 3.178e-22 1.680e-21 0.0 20.82
S00093 319.872 124.0211 3.878e-20 6.125e-20 1.121e-19 0.0 19.79
S00094 319.8918 124.0173 1.825e-24 7.303e-24 9.358e-23 0.0 19.91
S00095 319.8299 123.9336 6.863e-24 2.329e-23 2.135e-22 0.0 20.71
S00096 319.691 123.8505 6.554e-22 1.509e-21 5.966e-21 0.0 21.14
S00097 319.7322 123.9046 2.605e-18 2.793e-18 2.357e-18 0.0 21.09
S00098 319.8286 123.9988 4.257e-22 1.036e-21 4.667e-21 0.0 20.04
S00099 319.8492 124.0196 1.379e-17 1.307e-17 8.579e-18 0.0 19.85
S00100 319.6412 123.9029 1.144e-23 3.560e-23 2.685e-22 0.001 20.98
S00101 319.8087 123.9681 5.497e-13 3.682e-13 1.219e-13 0.0 20.97
S00102 319.7945 123.9941 8.515e-21 1.551e-20 3.914e-20 0.0 20.5
S00103 319.8203 123.9824 2.599e-22 6.808e-22 3.566e-21 0.0 20.55
S00104 319.8391 123.9567 1.338e-20 2.256e-20 4.585e-20 0.0 20.51
S00105 319.7978 123.9395 3.804e-23 9.925e-23 5.115e-22 0.0 21.06
S00106 319.7236 123.9252 1.270e-19 1.860e-19 3.025e-19 0.0 21.0
S00107 319.8141 123.9449 1.460e-17 1.368e-17 8.453e-18 0.0 20.9
S00108 319.8437 124.0123 5.028e-21 3.262e-21 1.024e-21 0.0 19.94
S00109 319.821 123.984 1.319e-23 3.843e-23 2.424e-22 0.0 20.41
S00110 319.8125 123.9702 1.956e-23 5.746e-23 3.789e-22 0.0 20.99
S00111 319.8363 123.9846 7.368e-21 1.250e-20 2.704e-20 0.0 19.83
S00112 319.8005 124.0296 2.193e-16 2.318e-16 1.861e-16 0.0 20.27
S00113 319.8051 123.9708 2.282e-19 3.030e-19 3.794e-19 0.0 20.96
S00114 319.8141 124.0513 2.534e-23 7.165e-23 4.290e-22 0.0 20.19
S00115 319.8547 123.9844 1.341e-19 2.013e-19 3.259e-19 0.0 20.2
S00116 319.7398 123.937 1.395e-12 1.190e-12 6.106e-13 0.0 20.93
S00117 319.7965 123.9978 4.748e-21 8.768e-21 2.302e-20 0.0 20.49
S00118 319.8399 123.9895 3.717e-22 7.963e-22 2.684e-21 0.0 20.07
S00119 319.8161 123.9879 4.015e-17 3.644e-17 2.159e-17 0.0 20.39
S00120 319.8363 124.009 1.129e-18 1.267e-18 1.221e-18 0.0 19.9
S00121 319.7894 123.9866 4.639e-13 3.233e-13 1.081e-13 0.0 20.88
S00122 319.8143 123.9738 7.958e-21 1.530e-20 4.323e-20 0.0 21.05
S00123 319.8145 123.9406 1.449e-21 3.260e-21 1.233e-20 0.0 20.8
S00124 319.8184 123.9663 5.784e-19 7.308e-19 8.134e-19 0.0 20.96
S00125 319.8497 124.0337 5.072e-17 4.339e-17 2.256e-17 0.0 19.9
S00126 319.8485 124.0365 1.711e-22 3.980e-22 1.679e-21 0.0 19.95
S00127 319.6839 123.8725 1.883e-21 3.739e-21 1.161e-20 0.0 21.08
S00128 319.8394 124.0425 1.569e-22 4.190e-22 2.320e-21 0.0 20.03
S00129 319.8158 123.9685 4.285e-21 8.177e-21 2.227e-20 0.0 21.05
S00130 319.8963 124.0026 2.472e-19 3.315e-19 4.358e-19 0.0 20.06
S00131 319.8212 123.9947 3.497e-24 1.306e-23 1.428e-22 0.0 19.94
S00132 319.693 123.9017 3.593e-21 7.501e-21 2.499e-20 0.0 21.06
S00133 319.794 123.9528 7.415e-22 1.581e-21 5.466e-21 0.001 20.98
S00134 319.7207 123.9521 4.270e-22 9.886e-22 4.035e-21 0.0 20.84
S00135 319.8197 123.9859 2.007e-22 4.844e-22 2.235e-21 0.0 19.83
S00136 319.8803 123.9875 3.897e-24 1.335e-23 1.252e-22 0.0 20.17
S00137 319.8484 123.9797 2.364e-21 4.471e-21 1.218e-20 0.0 20.28
S00138 319.8254 123.9842 8.315e-23 2.496e-22 1.785e-21 0.0 19.77
S00139 319.8764 124.056 2.940e-18 3.298e-18 2.889e-18 0.0 19.85
S00140 319.7649 123.9785 4.373e-20 6.980e-20 1.314e-19 0.001 20.73
S00141 319.8923 124.0122 3.281e-23 8.279e-23 4.158e-22 0.0 19.95
S00142 319.8474 124.0108 4.222e-19 5.286e-19 5.998e-19 0.0 19.82
S00143 319.8278 123.9671 5.414e-20 8.512e-20 1.602e-19 0.0 20.59
S00144 319.8156 123.9804 8.911e-22 1.978e-21 7.757e-21 0.0 20.73
S00145 319.8269 123.9481 1.550e-21 3.276e-21 1.107e-20 0.0 20.69
S00146 319.8691 124.0781 1.576e-23 5.076e-23 4.349e-22 0.0 19.93
S00147 319.6649 123.7764 4.871e-20 7.524e-20 1.304e-19 0.0 21.03
S00148 319.825 123.996 1.167e-22 2.676e-22 1.040e-21 0.0 19.85
S00149 319.9007 124.02 1.373e-20 2.325e-20 4.973e-20 0.0 19.92
S00150 319.6956 123.9519 2.503e-25 1.254e-24 2.611e-23 0.0 20.85
S00151 319.7567 123.9192 2.383e-25 1.161e-24 2.312e-23 0.0 21.05
S00152 319.7725 123.9928 5.090e-18 5.410e-18 4.350e-18 0.0 20.6
S00153 319.8059 123.9793 2.130e-16 1.714e-16 7.667e-17 0.0 20.87
S00154 319.8458 124.0679 4.743e-22 1.048e-21 4.087e-21 0.0 20.08
S00155 319.8426 123.974 2.079e-27 1.770e-26 1.127e-24 0.0 20.35
S00156 319.8456 124.0032 2.040e-16 1.938e-16 1.241e-16 0.0 19.84
S00157 319.85 124.0106 7.175e-18 7.520e-18 5.930e-18 0.0 19.84
S00158 319.7645 123.963 1.679e-17 1.549e-17 9.635e-18 0.0 20.94
S00159 319.8276 123.9727 4.702e-22 9.927e-22 3.416e-21 0.0 20.55
S00160 319.6197 123.8353 2.598e-22 6.418e-22 3.149e-21 0.0 21.12
S00161 319.7696 123.9767 1.566e-20 2.863e-20 7.032e-20 0.0 20.78
S00162 319.8266 123.9987 2.084e-24 7.472e-24 7.433e-23 0.0 20.09
S00163 319.7988 123.9827 1.335e-20 2.465e-20 6.079e-20 0.0 20.71
S00164 319.7808 123.891 1.810e-22 4.756e-22 2.601e-21 0.0 20.92
S00165 319.8034 123.9749 2.967e-21 2.131e-21 7.958e-22 0.0 20.82
S00166 319.813 123.9674 3.584e-17 3.145e-17 1.741e-17 0.0 21.03
S00167 319.8785 123.9475 3.338e-20 5.037e-20 8.749e-20 0.0 20.41
S00168 319.7973 123.9712 7.905e-22 1.699e-21 6.061e-21 0.001 21.0
S00169 319.8327 123.991 1.462e-21 3.287e-21 1.295e-20 0.0 19.94
S00170 319.8431 124.0033 9.240e-22 1.828e-21 5.400e-21 0.0 19.83
S00171 319.8192 123.9825 1.656e-12 1.552e-12 9.870e-13 0.0 20.59
S00172 319.7937 124.0134 1.650e-19 2.227e-19 2.920e-19 0.0 20.38
S00173 319.8313 124.0006 6.924e-19 8.767e-19 1.024e-18 0.0 19.9
S00174 319.8263 123.987 9.848e-19 1.161e-18 1.152e-18 0.0 20.27
S00175 319.83 123.9942 8.835e-20 1.362e-19 2.475e-19 0.0 19.83
S00176 319.8099 123.9763 4.989e-20 7.503e-20 1.244e-19 0.0 20.92
S00177 319.7897 123.9984 1.904e-12 1.523e-12 7.006e-13 0.0 20.51
S00178 319.7308 123.9598 3.278e-16 3.014e-16 1.829e-16 0.0 20.83
S00179 320.0183 124.0864 1.666e-17 1.559e-17 9.938e-18 0.0 19.87
S00180 319.7977 123.9833 1.099e-19 1.548e-19 2.207e-19 0.001 20.68
S00181 319.8184 123.9916 6.751e-22 1.542e-21 6.193e-21 0.0 19.85
S00182 319.8273 123.9962 3.681e-18 3.960e-18 3.309e-18 0.0 19.9
S00183 319.8368 124.0204 1.473e-22 3.804e-22 1.957e-21 0.0 20.07
S00184 319.8806 124.0001 3.682e-20 5.932e-20 1.108e-19 0.0 20.04
S00185 319.818 123.9642 2.019e-18 2.248e-18 2.035e-18 0.0 20.81
S00186 319.7506 123.8575 1.345e-22 3.424e-22 1.756e-21 0.0 20.96
S00187 319.8136 123.9817 3.961e-17 3.610e-17 2.126e-17 0.0 21.05
S00188 319.7573 123.9456 2.980e-21 5.464e-21 1.402e-20 0.0 20.95
S00189 319.8192 123.9832 1.578e-12 1.231e-12 5.399e-13 0.0 21.25
S00190 319.837 123.9479 4.940e-21 8.581e-21 1.926e-20 0.0 20.6
S00191 319.8226 123.9742 1.268e-18 1.479e-18 1.459e-18 0.0 20.84
S00192 319.8316 123.9347 2.176e-19 2.948e-19 3.971e-19 0.0 20.65
S00193 319.8274 123.9808 1.035e-22 2.269e-22 8.499e-22 0.0 20.25
S00194 319.8198 123.9819 9.915e-20 1.415e-19 2.074e-19 0.0 20.78
S00195 319.8321 124.0041 5.577e-20 8.814e-20 1.675e-19 0.0 20.04
S00196 319.8434 124.0012 2.815e-21 5.524e-21 1.638e-20 0.0 19.84
S00197 319.6021 123.796 3.363e-22 7.689e-22 2.996e-21 0.0 21.09
S00198 319.8702 124.0009 2.341e-23 7.197e-23 5.184e-22 0.0 19.96
S00199 319.9441 124.0794 9.152e-18 8.974e-18 6.261e-18 0.0 19.78
S00200 319.8283 123.9893 1.950e-20 3.326e-20 7.185e-20 0.0 19.94
S00201 319.8511 123.9919 7.866e-19 9.687e-19 1.024e-18 0.0 20.01
S00202 319.8322 123.9912 9.696e-24 3.145e-23 2.648e-22 0.0 19.86
S00203 319.8194 123.9662 4.795e-22 1.078e-21 4.145e-21 0.001 20.65
S00204 319.8512 123.9897 1.984e-23 5.978e-23 4.106e-22 0.0 20.13
S00205 319.8199 123.9778 1.532e-25 7.599e-25 1.564e-23 0.001 20.78
S00206 319.7828 123.8957 1.085e-21 2.319e-21 8.039e-21 0.0 20.93
S00207 319.8138 123.9798 4.725e-18 5.198e-18 4.381e-18 0.0 20.91
S00208 319.8603 124.0235 7.251e-23 2.093e-22 1.371e-21 0.0 19.8
S00209 319.8469 123.9454 9.570e-18 1.040e-17 8.775e-18 0.0 20.52
S00210 319.8378 123.9778 1.226e-21 2.601e-21 8.990e-21 0.0 20.26
S00211 319.8304 124.0096 1.599e-21 3.603e-21 1.414e-20 0.0 20.03
S00212 319.8745 124.0105 1.816e-23 5.874e-23 4.759e-22 0.0 19.91
S00213 319.7839 123.9662 3.831e-22 8.208e-22 2.809e-21 0.0 20.99
S00214 319.8453 123.8355 2.736e-23 8.858e-23 7.423e-22 0.0 20.7
S00215 319.818 123.983 4.262e-21 7.803e-21 1.896e-20 0.0 20.68
S00216 319.8111 123.9571 2.076e-23 6.582e-23 5.244e-22 0.0 20.96
S00217 319.8186 124.0223 9.698e-17 1.151e-16 1.204e-16 0.0 20.19
S00218 319.7907 123.9602 5.068e-20 8.424e-20 1.654e-19 0.0 21.0
S00219 319.8333 123.989 1.711e-21 3.672e-21 1.308e-20 0.0 20.09
S00220 319.8141 124.0 1.177e-23 3.397e-23 2.181e-22 0.0 20.27
S00221 319.7396 123.8654 3.894e-20 6.860e-20 1.547e-19 0.0 21.04
S00222 319.7625 124.0233 1.543e-20 2.755e-20 6.632e-20 0.0 20.45
S00223 319.8017 123.9829 2.237e-21 4.370e-21 1.287e-20 0.0 20.64
S00224 319.8308 123.9452 3.073e-20 5.056e-20 1.024e-19 0.0 20.62
S00225 319.8005 123.954 7.149e-23 1.870e-22 9.913e-22 0.0 20.95
S00226 319.8708 124.0174 7.084e-21 1.309e-20 3.323e-20 0.0 19.83
S00227 319.8193 123.9734 6.966e-19 8.504e-19 9.235e-19 0.0 20.9
S00228 319.8001 123.9787 5.717e-23 1.801e-22 1.424e-21 0.0 20.7
S00229 319.8991 124.0975 3.021e-21 6.252e-21 2.025e-20 0.0 19.88
S00230 319.8147 123.977 7.577e-22 1.684e-21 6.093e-21 0.0 20.8
S00231 319.7917 123.8956 6.773e-23 1.934e-22 1.196e-21 0.0 20.9
S00232 319.8829 124.0432 1.599e-17 1.484e-17 9.221e-18 0.0 19.8
S00233 319.8251 123.9907 1.823e-18 2.025e-18 1.844e-18 0.0 19.98
S00234 320.0092 124.178 8.110e-20 1.154e-19 1.793e-19 0.0 19.76
S00235 319.9129 124.0998 5.699e-18 5.662e-18 4.041e-18 0.0 19.8
S00236 319.7415 123.9212 3.970e-19 5.431e-19 7.340e-19 0.0 21.09
S00237 319.8162 123.997 1.017e-18 1.191e-18 1.165e-18 0.0 20.29
S00238 319.8541 123.9849 6.128e-22 1.414e-21 5.774e-21 0.0 20.0
S00239 319.9247 124.0591 8.525e-22 2.103e-21 9.623e-21 0.0 19.8
S00240 319.8081 123.9739 3.441e-24 1.186e-23 1.106e-22 0.0 21.01
S00241 319.8318 123.9301 2.689e-21 5.725e-21 1.981e-20 0.0 20.68
S00242 319.7962 123.9654 9.573e-20 1.369e-19 2.099e-19 0.0 21.04
S00243 319.7749 123.949 9.219e-22 2.189e-21 9.740e-21 0.0 21.08
S00244 319.8276 123.9949 1.750e-16 1.511e-16 8.180e-17 0.0 20.2
S00245 319.821 124.0046 4.209e-19 5.738e-19 7.591e-19 0.001 20.08
S00246 319.8387 124.003 1.017e-21 2.165e-21 7.440e-21 0.0 19.85
S00247 319.7993 123.934 3.222e-22 7.287e-22 2.817e-21 0.0 20.91
S00248 319.8407 124.0035 1.083e-22 2.801e-22 1.415e-21 0.0 19.87
S00249 319.8414 123.9554 1.457e-22 3.978e-22 2.403e-21 0.0 20.54
S00250 319.8118 123.9574 3.706e-22 8.886e-22 4.082e-21 0.0 20.84
S00251 319.7497 123.9814 5.025e-17 4.378e-17 2.330e-17 0.0 20.72
S00252 319.821 123.9903 3.984e-22 9.970e-22 4.942e-21 0.0 20.01
S00253 319.8296 123.9871 2.326e-17 2.139e-17 1.342e-17 0.0 20.06
S00254 319.8532 124.0098 2.761e-16 2.293e-16 1.088e-16 0.0 19.79
S00255 319.7502 124.0021 1.474e-21 3.172e-21 1.146e-20 0.0 20.59
S00256 319.9278 123.9823 5.330e-20 8.043e-20 1.337e-19 0.0 20.19
S00257 319.8455 124.0227 4.822e-20 7.674e-20 1.444e-19 0.001 19.85
S00258 319.8044 123.9951 3.439e-22 8.764e-22 4.379e-21 0.0 20.41
S00259 319.831 123.9859 1.894e-22 5.402e-22 3.470e-21 0.0 19.84
S00260 319.7948 123.8901 2.870e-19 3.920e-19 5.521e-19 0.0 20.87
S00261 319.8377 123.9956 1.030e-20 1.779e-20 4.084e-20 0.0 19.85
S00262 320.028 124.0128 3.423e-21 2.381e-21 8.360e-22 0.0 20.11
S00263 319.8248 123.9884 2.876e-18 3.124e-18 2.664e-18 0.0 20.13
S00264 319.8255 123.9494 5.786e-19 7.346e-19 8.612e-19 0.0 20.69
S00265 319.8613 123.9761 4.786e-16 4.199e-16 2.326e-16 0.0 20.32
S00266 319.7814 124.0047 3.389e-20 5.418e-20 1.055e-19 0.0 20.5
S00267 319.816 123.9865 3.668e-17 5.148e-17 7.481e-17 0.0 20.4
S00268 319.8353 124.0265 1.897e-17 1.767e-17 1.061e-17 0.0 20.08
S00269 319.8217 123.9784 4.998e-22 1.021e-21 3.180e-21 0.0 20.7
S00270 319.7973 123.9742 1.058e-22 2.720e-22 1.381e-21 0.0 20.86
S00271 319.8526 124.0007 3.869e-23 1.119e-22 7.144e-22 0.0 19.9
S00272 319.8637 124.0423 5.965e-23 1.618e-22 8.938e-22 0.0 19.85
S00273 319.793 123.9685 2.312e-20 4.007e-20 8.749e-20 0.0 20.94
S00274 319.6924 123.8835 5.617e-24 1.772e-23 1.405e-22 0.0 21.07
S00275 319.8545 124.0143 1.600e-21 3.254e-21 1.028e-20 0.0 19.81
S00276 319.8239 123.9731 8.365e-20 1.256e-19 2.072e-19 0.0 20.58
S00277 319.826 124.0657 3.914e-17 3.262e-17 1.651e-17 0.0 20.09
S00278 319.8417 123.9843 2.653e-19 3.474e-19 4.456e-19 0.0 20.05
S00279 319.8781 123.9781 2.506e-21 5.267e-21 1.809e-20 0.0 20.27
S00280 319.8277 123.9703 2.924e-22 6.541e-22 2.493e-21 0.0 20.57
S00281 319.9305 124.1439 3.368e-21 2.371e-21 8.354e-22 0.0 19.83
S00282 319.8155 123.9836 1.097e-21 2.297e-21 7.616e-21 0.001 20.66
S00283 319.928 124.0052 3.375e-21 6.572e-21 1.911e-20 0.0 20.11
S00284 319.835 123.9352 2.182e-27 1.755e-26 9.473e-25 0.0 20.64
S00285 319.7856 123.9534 1.805e-19 2.395e-19 3.125e-19 0.0 21.04
S00286 319.8186 123.9651 8.461e-22 1.655e-21 4.940e-21 0.0 20.82
S00287 319.8246 124.0376 1.238e-21 2.650e-21 9.219e-21 0.0 20.13
S00288 319.7753 123.9103 9.451e-19 1.082e-18 1.028e-18 0.0 21.02
S00289 319.8188 123.9843 4.076e-20 6.415e-20 1.187e-19 0.0 20.43
S00290 319.6817 123.8866 4.749e-22 9.906e-22 3.308e-21 0.0 21.07
S00291 319.7842 123.9379 4.267e-18 4.332e-18 3.278e-18 0.0 21.07
S00292 319.7918 123.8872 5.083e-17 4.431e-17 2.512e-17 0.0 20.92
S00293 319.8486 123.9894 1.822e-20 3.071e-20 6.660e-20 0.0 20.07
S00294 319.8059 123.9895 1.481e-22 3.863e-22 2.036e-21 0.0 20.51
S00295 319.8435 124.0169 1.940e-22 4.808e-22 2.405e-21 0.0 19.82
S00296 319.8526 123.9807 2.555e-24 9.910e-24 1.246e-22 0.0 20.23
S00297 319.8096 123.9837 5.942e-21 1.099e-20 2.942e-20 0.0 20.87
S00298 319.6419 123.7976 7.158e-21 1.343e-20 3.581e-20 0.0 21.09
S00299 319.8621 123.9697 3.793e-20 6.098e-20 1.145e-19 0.0 20.38
S00300 319.8333 124.0001 6.376e-25 2.777e-24 4.267e-23 0.0 19.88
S00301 319.8067 123.9681 1.765e-19 2.472e-19 3.497e-19 0.0 20.99
S00302 319.7852 123.9698 4.784e-18 4.812e-18 3.554e-18 0.0 20.92
S00303 319.8286 123.9979 1.319e-18 1.483e-18 1.411e-18 0.0 19.9
S00304 319.8186 123.9816 2.950e-22 7.610e-22 3.936e-21 0.0 20.65
S00305 319.8202 123.9833 2.919e-21 5.340e-21 1.323e-20 0.0 20.48
S00306 319.7219 123.9147 2.307e-17 2.266e-17 1.578e-17 0.0 21.06
S00307 319.7913 123.9496 7.297e-24 2.498e-23 2.354e-22 0.0 21.06
S00308 319.8273 123.9882 2.336e-17 2.175e-17 1.305e-17 0.0 19.93
S00309 319.6513 123.8831 2.036e-23 6.512e-23 5.307e-22 0.0 21.04
S00310 319.8227 123.9813 1.452e-19 1.943e-19 2.509e-19 0.0 20.61
S00311 319.8383 123.9806 4.435e-19 5.777e-19 7.329e-19 0.0 20.19
S00312 319.8342 123.9823 2.425e-21 4.909e-21 1.539e-20 0.0 20.25
S00313 319.8148 123.9855 2.046e-23 5.912e-23 3.747e-22 0.0 20.56
S00314 319.7855 123.989 7.681e-21 1.409e-20 3.724e-20 0.0 20.58
S00315 319.8139 123.9843 2.589e-18 2.918e-18 2.628e-18 0.0 20.5
S00316 319.8063 123.9923 1.530e-20 2.726e-20 6.563e-20 0.0 20.47
S00317 319.8028 123.9533 4.533e-23 1.252e-22 7.396e-22 0.0 20.98
S00318 319.8201 123.954 7.133e-21 1.174e-20 2.417e-20 0.0 20.76
S00319 319.7817 123.9499 3.211e-23 9.592e-23 6.994e-22 0.0 21.04
S00320 319.8392 123.9798 2.666e-23 8.696e-23 7.569e-22 0.0 20.26
S00321 319.8433 123.9951 1.626e-23 4.833e-23 3.434e-22 0.0 19.89
S00322 319.8447 124.0029 3.325e-21 2.356e-21 8.328e-22 0.0 19.91
S00323 319.7854 124.0293 7.520e-20 1.038e-19 1.437e-19 0.0 20.34
S00324 319.7812 123.9675 4.017e-22 9.542e-22 4.112e-21 0.0 20.85
S00325 319.8055 123.9743 1.008e-20 1.751e-20 4.017e-20 0.0 21.02
