Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00081 191.7723 127.697 2.343e-20 5.536e-20 2.322e-19 0.001 -1.81
S00082 191.188 127.7632 4.468e-15 3.840e-15 2.025e-15 0.0 -1.34
S00083 192.0818 127.9486 4.486e-14 3.777e-14 1.914e-14 0.001 -1.0
S00084 191.4346 127.9331 3.482e-17 4.450e-17 5.148e-17 0.001 -1.82
S00085 191.8444 127.7129 3.304e-17 4.253e-17 5.253e-17 0.0 -0.89
S00086 191.2203 127.8833 4.174e-16 4.370e-16 3.540e-16 0.0 -1.84
S00087 191.4872 127.8138 4.181e-17 5.409e-17 6.510e-17 0.0 -1.81
S00088 191.6436 127.6417 2.489e-15 2.269e-15 1.372e-15 0.0 -0.86
S00089 191.645 127.8167 9.329e-15 7.906e-15 3.905e-15 0.0 -1.39
S00090 191.7368 127.7732 1.256e-16 1.456e-16 1.471e-16 0.001 -0.65
S00091 190.6752 127.8399 9.440e-17 1.118e-16 1.137e-16 0.001 -2.1
S00092 191.3662 128.6938 1.775e-14 1.365e-14 5.863e-15 0.0 -1.32
S00093 192.2704 127.9236 9.573e-20 1.815e-19 5.065e-19 0.001 -1.88
S00094 191.2951 127.9998 3.323e-19 2.315e-19 8.098e-20 0.001 -1.71
S00095 192.2263 127.8288 5.682e-15 4.895e-15 2.544e-15 0.0 -0.44
S00096 191.4083 127.4685 5.887e-16 6.021e-16 4.639e-16 0.0 -0.6
S00097 191.1897 128.2419 7.434e-15 5.979e-15 2.803e-15 0.0 -1.27
S00098 191.9584 127.9859 5.065e-17 6.205e-17 6.652e-17 0.0 -0.46
S00099 191.2621 127.996 8.073e-21 2.095e-20 1.053e-19 0.001 -1.74
S00100 191.3367 127.6078 1.718e-20 4.749e-20 2.710e-19 0.0 0.2
S00101 191.3117 127.8281 1.113e-19 2.604e-19 1.078e-18 0.001 -0.31
S00102 191.297 127.6371 1.185e-10 1.101e-10 6.713e-11 0.0 -1.73
S00103 191.5101 127.6352 1.007e-20 2.279e-20 9.083e-20 0.0 -1.19
S00104 192.0769 127.8408 1.527e-16 1.767e-16 1.695e-16 0.001 -0.37
S00105 191.6005 127.7119 5.456e-20 1.196e-19 4.302e-19 0.001 -0.64
S00106 191.5223 128.2801 7.581e-21 2.044e-20 1.158e-19 0.0 -1.27
S00107 190.6678 128.0099 1.097e-14 8.979e-15 4.261e-15 0.0 -0.12
S00108 191.5041 127.3242 1.216e-14 1.261e-14 1.010e-14 0.0 -1.15
S00109 191.1829 127.5292 1.756e-20 4.120e-20 1.780e-19 0.001 -0.9
S00110 191.764 128.1272 3.459e-15 3.095e-15 1.848e-15 0.001 -1.05
S00111 191.6985 128.0727 7.075e-11 5.011e-11 1.814e-11 0.0 -0.22
S00112 191.6103 128.0389 1.429e-14 1.233e-14 6.668e-15 0.0 -1.38
S00113 190.655 128.0733 1.508e-14 1.184e-14 5.098e-15 0.0 -0.54
S00114 191.2645 128.7521 1.331e-15 1.225e-15 7.417e-16 0.0 -1.48
S00115 191.3532 127.9209 2.177e-16 2.406e-16 2.034e-16 0.0 0.1
S00116 191.3654 127.5659 8.086e-11 7.844e-11 5.426e-11 0.0 0.1
S00117 191.6879 128.3768 4.182e-19 2.827e-19 9.405e-20 0.0 -1.57
S00118 190.869 127.7747 5.340e-19 3.456e-19 1.051e-19 0.0 -0.79
S00119 191.2974 127.7771 2.307e-16 2.593e-16 2.324e-16 0.001 -0.11
S00120 191.0394 127.9896 8.512e-15 6.803e-15 3.136e-15 0.0 -0.5
S00121 191.1716 128.0851 3.930e-16 4.112e-16 3.359e-16 0.001 -1.64
S00122 191.9304 128.3673 1.238e-19 2.574e-19 8.535e-19 0.0 0.21
S00123 191.6926 127.8924 1.585e-18 2.710e-18 5.930e-18 0.001 -1.46
S00124 191.1417 127.2637 2.755e-22 1.070e-21 1.239e-20 0.001 0.14
S00125 191.7477 127.8837 4.498e-15 6.342e-15 9.256e-15 0.0 -0.35
S00126 191.6096 127.528 8.506e-11 5.834e-11 1.996e-11 0.0 -1.84
S00127 191.5871 128.1872 1.710e-18 2.948e-18 6.701e-18 0.0 -1.72
S00128 191.8357 127.6206 1.671e-15 1.560e-15 9.609e-16 0.001 -0.86
S00129 192.3968 128.1864 8.072e-15 1.065e-14 1.381e-14 0.0 -1.87
S00130 191.847 127.676 3.067e-14 2.372e-14 1.027e-14 0.0 -0.41
S00131 191.4607 128.0562 5.913e-20 1.416e-19 6.379e-19 0.0 -1.89
S00132 191.2952 128.3114 6.527e-20 1.240e-19 3.296e-19 0.0 -2.04
S00133 191.9641 128.0677 4.604e-19 8.286e-19 2.022e-18 0.0 -0.65
S00134 191.6648 127.8285 4.688e-20 9.547e-20 2.946e-19 0.0 -1.21
S00135 190.5878 127.9366 8.759e-19 1.498e-18 3.281e-18 0.0 -0.17
S00136 192.5786 128.2028 3.423e-17 4.320e-17 4.916e-17 0.001 0.23
S00137 191.0478 128.0523 3.991e-17 5.432e-17 7.255e-17 0.0 -1.23
S00138 190.752 128.0656 6.933e-11 5.019e-11 1.874e-11 0.001 -1.03
S00139 191.1042 127.8652 6.767e-21 1.879e-20 1.097e-19 0.0 -0.58
S00140 191.6185 127.6402 4.620e-15 4.207e-15 2.523e-15 0.0 -1.1
S00141 191.736 128.3109 9.282e-18 1.343e-17 2.088e-17 0.0 -0.12
S00142 191.6106 128.1477 7.362e-17 9.212e-17 1.088e-16 0.0 -1.2
S00143 191.5785 127.6114 5.218e-16 5.512e-16 4.367e-16 0.0 -0.59
S00144 191.1924 127.8013 1.094e-15 1.080e-15 7.660e-16 0.0 -0.29
S00145 191.3611 128.2603 3.093e-14 2.414e-14 1.032e-14 0.001 -0.15
S00146 192.0682 127.9117 2.057e-19 1.515e-19 5.905e-20 0.0 -0.66
S00147 191.9776 127.4965 8.460e-16 8.476e-16 6.331e-16 0.0 -0.04
S00148 191.172 128.3636 1.088e-20 2.771e-20 1.363e-19 0.0 -0.1
S00149 191.6957 128.1994 1.400e-15 1.374e-15 9.728e-16 0.0 -1.55
S00150 191.4595 127.3043 1.161e-10 8.267e-11 2.992e-11 0.0 0.3
S00151 191.4075 128.2897 1.906e-17 2.402e-17 2.878e-17 0.0 0.0
S00152 191.3955 128.1427 3.273e-19 2.257e-19 7.978e-20 0.0 -1.31
S00153 191.1394 127.4163 1.018e-16 1.205e-16 1.235e-16 0.0 0.29
S00154 190.9052 127.7746 2.215e-15 2.056e-15 1.282e-15 0.0 -0.02
S00155 191.2557 127.7602 6.358e-20 1.449e-19 5.740e-19 0.0 -0.15
S00156 191.3784 127.9349 2.884e-15 2.664e-15 1.651e-15 0.0 -0.28
S00157 191.8792 127.983 4.381e-16 4.537e-16 3.512e-16 0.0 -0.17
S00158 191.1207 127.3762 5.349e-14 4.643e-14 2.439e-14 0.0 -1.9
S00159 190.9717 127.6727 1.505e-21 4.846e-21 3.992e-20 0.0 0.31
S00160 191.9647 127.6582 2.767e-15 2.515e-15 1.514e-15 0.0 -1.75
S00161 191.333 128.6332 3.056e-19 5.469e-19 1.343e-18 0.0 -1.63
S00162 192.0276 127.6218 9.243e-17 1.162e-16 1.368e-16 0.0 -1.38
S00163 191.5163 127.8639 1.703e-16 2.044e-16 2.067e-16 0.0 -1.79
S00164 191.1637 127.5582 6.010e-23 2.536e-22 3.745e-21 0.0 -0.89
S00165 191.8766 127.9894 3.765e-16 4.002e-16 3.318e-16 0.0 0.03
S00166 191.3914 127.856 2.836e-16 3.144e-16 2.873e-16 0.001 -1.41
S00167 192.0027 127.4108 3.886e-17 4.672e-17 4.923e-17 0.0 -0.13
S00168 192.2028 127.8752 4.938e-15 3.928e-15 1.837e-15 0.0 -0.89
S00169 191.7897 127.8899 1.324e-14 1.104e-14 5.663e-15 0.0 -0.56
S00170 191.5144 127.7123 9.910e-19 1.698e-18 3.891e-18 0.0 -1.21
S00171 192.0208 127.9686 1.476e-20 4.140e-20 2.515e-19 0.0 -0.06
S00172 191.8213 128.2119 2.434e-18 4.121e-18 8.671e-18 0.0 -0.84
S00173 191.8874 128.2584 1.387e-19 2.904e-19 9.577e-19 0.0 0.14
S00174 191.4652 128.0871 5.977e-19 1.135e-18 3.085e-18 0.0 -1.14
S00175 192.5811 127.9197 7.173e-16 9.088e-16 1.063e-15 0.0 0.3
S00176 191.6278 128.1558 3.034e-18 5.084e-18 1.095e-17 0.0 0.28
S00177 191.4523 127.8101 5.994e-16 6.205e-16 4.739e-16 0.0 -0.53
S00178 191.5197 127.8323 6.250e-20 1.340e-19 4.558e-19 0.0 -0.31
S00179 191.6041 128.1885 3.458e-19 2.356e-19 8.226e-20 0.0 -0.68
S00180 191.7798 128.1273 1.158e-15 1.157e-15 8.101e-16 0.0 -0.24
S00181 191.7785 127.5273 1.934e-16 2.024e-16 1.590e-16 0.001 -0.51
S00182 190.7631 127.4195 1.075e-17 1.614e-17 2.714e-17 0.0 -0.92
S00183 191.6115 127.6949 5.429e-15 7.970e-15 1.291e-14 0.0 -0.07
S00184 191.2874 128.2925 4.663e-17 5.890e-17 6.966e-17 0.0 0.29
S00185 191.7387 128.6089 3.989e-15 5.943e-15 9.563e-15 0.0 0.13
S00186 190.8964 128.1793 6.336e-20 1.458e-19 5.945e-19 0.001 -0.19
S00187 191.9433 127.9004 1.215e-21 3.729e-21 2.751e-20 0.0 -2.06
S00188 191.4264 128.0523 2.199e-15 2.782e-15 3.368e-15 0.001 -1.26
S00189 191.9635 127.8528 6.832e-15 5.964e-15 3.242e-15 0.0 -1.64
S00190 191.5271 128.0054 6.009e-16 6.059e-16 4.569e-16 0.0 -1.61
S00191 191.3263 127.8385 3.969e-15 3.520e-15 2.036e-15 0.001 -0.41
S00192 191.9829 127.9394 8.863e-11 6.418e-11 2.412e-11 0.0 -1.72
S00193 191.4369 128.3356 4.888e-18 7.729e-18 1.428e-17 0.0 -0.84
S00194 192.1531 128.278 7.905e-17 9.346e-17 9.820e-17 0.0 -0.81
S00195 190.9683 128.0106 1.639e-14 1.692e-14 1.327e-14 0.001 -1.57
S00196 191.6186 127.5141 3.274e-15 3.139e-15 2.108e-15 0.0 -1.64
S00197 191.679 127.4218 8.360e-17 1.000e-16 1.046e-16 0.0 -1.8
S00198 191.336 128.1672 5.352e-18 8.173e-18 1.371e-17 0.0 -0.85
S00199 191.934 127.4428 7.222e-19 1.446e-18 4.326e-18 0.0 0.43
S00200 192.4027 128.2997 1.172e-18 2.216e-18 6.135e-18 0.0 0.27
S00201 191.2343 127.9584 3.118e-14 2.572e-14 1.241e-14 0.0 -0.76
S00202 191.6961 127.7509 4.649e-20 1.035e-19 3.881e-19 0.001 -0.8
S00203 191.7022 127.9276 1.271e-17 1.844e-17 2.870e-17 0.0 -1.79
S00204 191.5968 127.6135 6.134e-20 1.310e-19 4.584e-19 0.001 -1.45
S00205 192.4323 127.6991 1.376e-17 1.900e-17 2.769e-17 0.0 -2.23
S00206 191.285 127.3741 1.133e-14 9.513e-15 4.910e-15 0.0 -0.79
S00207 191.4884 128.3721 4.144e-17 5.109e-17 5.347e-17 0.0 0.26
S00208 191.4388 128.0215 1.418e-19 2.677e-19 7.430e-19 0.0 -0.44
S00209 191.9193 128.0345 3.377e-19 2.316e-19 8.131e-20 0.0 -1.3
S00210 191.6088 128.2082 9.316e-16 1.283e-15 1.769e-15 0.0 -0.86
S00211 191.1019 127.7725 2.524e-19 1.808e-19 6.692e-20 0.0 -0.15
S00212 191.5491 127.9347 4.491e-18 7.100e-18 1.368e-17 0.001 -0.43
S00213 190.8975 127.9907 4.771e-19 9.038e-19 2.509e-18 0.001 -0.72
S00214 191.5765 127.863 9.725e-19 1.733e-18 4.104e-18 0.0 -1.07
S00215 190.6739 127.8071 6.886e-21 2.128e-20 1.605e-19 0.0 -1.71
S00216 191.1062 128.035 2.653e-20 6.175e-20 2.464e-19 0.0 -2.07
S00217 191.1044 127.1489 1.314e-16 1.521e-16 1.441e-16 0.0 -2.02
S00218 191.7508 127.709 1.457e-19 3.086e-19 1.047e-18 0.0 -1.76
S00219 192.4693 128.1696 9.581e-15 7.866e-15 3.892e-15 0.0 -0.16
S00220 191.3625 128.2138 1.551e-10 1.302e-10 6.382e-11 0.001 0.02
S00221 191.3932 127.9811 9.066e-22 2.934e-21 2.550e-20 0.0 -0.93
S00222 191.6237 128.3425 2.127e-14 1.816e-14 9.476e-15 0.0 -1.09
S00223 191.4155 128.0776 1.379e-15 2.157e-15 3.881e-15 0.0 -1.41
S00224 191.9323 127.7877 2.116e-18 3.595e-18 7.704e-18 0.0 -1.04
S00225 191.2624 127.8471 2.762e-20 6.620e-20 2.899e-19 0.0 -1.17
S00226 191.5451 128.5667 1.363e-19 3.055e-19 1.197e-18 0.0 -1.3
S00227 191.4096 128.0645 1.770e-15 1.693e-15 1.141e-15 0.001 -1.65
S00228 191.8776 128.1964 1.922e-20 4.306e-20 1.617e-19 0.001 0.05
S00229 192.1006 127.5495 1.182e-14 1.168e-14 8.373e-15 0.001 -0.92
S00230 192.2752 128.3168 5.061e-19 9.273e-19 2.292e-18 0.0 -0.5
S00231 190.8715 127.9649 4.041e-17 4.937e-17 5.278e-17 0.0 -0.07
S00232 190.9701 127.8062 3.036e-16 3.280e-16 2.780e-16 0.0 0.1
S00233 191.3556 127.591 1.466e-18 2.650e-18 6.265e-18 0.001 -1.5
S00234 191.1929 127.9779 1.603e-20 4.077e-20 2.108e-19 0.0 -0.82
S00235 191.5096 128.1252 1.440e-14 1.719e-14 1.767e-14 0.0 -1.37
S00236 191.4181 127.6769 5.657e-18 8.145e-18 1.241e-17 0.0 -1.69
S00237 191.7164 128.0618 1.764e-15 1.637e-15 1.017e-15 0.0 -1.29
S00238 191.2773 128.0582 6.439e-17 7.785e-17 8.418e-17 0.0 -0.45
S00239 191.7661 128.1359 8.223e-20 1.858e-19 7.322e-19 0.0 -1.01
S00240 190.6783 127.7707 1.200e-16 1.387e-16 1.310e-16 0.0 -0.25
S00241 191.7709 128.1634 2.483e-19 1.788e-19 6.722e-20 0.0 -0.87
S00242 191.4856 127.3835 3.244e-19 6.393e-19 1.871e-18 0.0 -0.4
S00243 191.6556 127.4051 1.503e-18 2.635e-18 6.050e-18 0.0 -1.05
S00244 191.6945 128.1161 1.698e-14 1.577e-14 9.702e-15 0.0 -0.23
S00245 191.6508 127.6542 5.123e-15 4.414e-15 2.372e-15 0.001 -1.33
S00246 191.3186 128.3252 6.221e-16 6.318e-16 4.637e-16 0.0 -1.06
S00247 191.3899 127.6761 1.346e-17 1.841e-17 2.582e-17 0.0 -1.38
S00248 191.9118 127.6463 3.088e-11 3.764e-11 3.952e-11 0.0 -2.3
S00249 191.7116 128.083 1.434e-16 1.664e-16 1.664e-16 0.0 -1.1
S00250 191.2077 127.8533 1.490e-16 1.621e-16 1.374e-16 0.0 0.25
S00251 191.187 128.2062 6.205e-16 6.235e-16 4.558e-16 0.001 0.1
S00252 191.517 127.6189 1.687e-14 1.575e-14 9.915e-15 0.0 -0.99
S00253 192.0679 127.8341 6.481e-19 1.179e-18 2.830e-18 0.0 -1.08
S00254 191.3907 128.5396 3.414e-19 2.333e-19 8.040e-20 0.0 -0.85
S00255 191.587 128.0028 3.391e-15 2.819e-15 1.478e-15 0.001 -0.11
S00256 191.2959 127.9298 1.546e-21 4.632e-21 3.223e-20 0.0 -0.5
S00257 191.4757 127.807 4.103e-14 3.152e-14 1.322e-14 0.002 -0.97
S00258 192.1289 127.6081 1.509e-14 1.179e-14 5.074e-15 0.0 0.05
S00259 191.0282 128.1561 5.569e-14 4.241e-14 1.772e-14 0.001 -1.25
S00260 191.3368 128.1806 9.030e-16 1.956e-15 7.044e-15 0.0 -1.72
S00261 191.3686 127.74 3.061e-19 2.119e-19 7.376e-20 0.001 -0.77
S00262 192.1397 127.475 2.114e-16 2.287e-16 1.952e-16 0.0 -0.39
S00263 191.7381 127.5098 3.164e-16 3.484e-16 3.090e-16 0.0 -1.26
S00264 190.9842 127.8763 2.408e-17 3.168e-17 4.123e-17 0.0 -0.27
S00265 191.5638 127.4637 2.312e-16 2.440e-16 1.932e-16 0.0 -0.78
S00266 191.2268 128.206 3.962e-20 9.557e-20 4.233e-19 0.0 -0.93
S00267 191.8157 127.6693 7.077e-15 5.874e-15 2.838e-15 0.0 -2.23
S00268 191.7793 128.231 2.188e-15 2.068e-15 1.307e-15 0.0 -0.44
S00269 191.7424 128.7437 3.939e-11 2.672e-11 8.943e-12 0.0 0.41
S00270 192.0166 127.8442 3.664e-16 4.112e-16 3.752e-16 0.0 -1.66
S00271 191.4261 127.7685 5.191e-21 1.422e-20 8.581e-20 0.0 -1.43
S00272 191.7359 127.9879 6.694e-15 7.150e-15 5.886e-15 0.001 -0.25
S00273 192.1792 128.0141 1.421e-18 2.630e-18 6.738e-18 0.0 -2.16
S00274 191.5105 128.0753 5.241e-11 3.498e-11 1.187e-11 0.0 0.11
S00275 190.8742 127.8876 1.640e-15 1.562e-15 1.040e-15 0.0 0.33
S00276 191.3205 128.0925 1.202e-10 1.175e-10 8.067e-11 0.001 -1.17
S00277 191.1597 128.0908 7.162e-11 5.066e-11 1.855e-11 0.0 -1.3
S00278 191.3648 127.7429 8.667e-16 8.142e-16 5.330e-16 0.001 -0.03
S00279 191.4823 127.8555 4.618e-18 7.560e-18 1.462e-17 0.0 -1.47
S00280 191.7796 128.2968 3.123e-14 2.989e-14 2.046e-14 0.0 -0.22
S00281 191.6623 127.6185 5.851e-20 1.284e-19 4.652e-19 0.001 -1.01
S00282 191.8399 128.0133 1.394e-19 2.812e-19 8.715e-19 0.0 -1.23
S00283 191.3924 127.808 4.064e-18 6.257e-18 1.083e-17 0.0 -0.32
S00284 191.123 127.9377 3.371e-16 3.522e-16 2.901e-16 0.0 -0.94
S00285 191.1245 127.9375 8.158e-21 2.064e-20 1.017e-19 0.0 -1.04
S00286 190.695 127.6037 1.653e-21 5.158e-21 3.826e-20 0.001 -0.24
S00287 191.2702 127.9685 1.709e-14 1.808e-14 1.537e-14 0.0 -0.21
S00288 191.5705 128.701 2.201e-20 5.700e-20 2.879e-19 0.001 -1.75
S00289 190.9549 128.1797 1.323e-19 2.857e-19 1.010e-18 0.0 -0.24
S00290 191.5657 128.0483 1.010e-14 8.460e-15 4.216e-15 0.0 -1.13
S00291 191.8429 127.9647 1.714e-18 3.003e-18 6.739e-18 0.0 0.1
S00292 191.2325 127.7208 4.014e-14 3.120e-14 1.333e-14 0.0 -1.8
S00293 191.695 127.5864 2.374e-20 5.748e-20 2.686e-19 0.0 -0.44
S00294 190.7629 128.3499 5.262e-19 9.646e-19 2.448e-18 0.0 -2.36
S00295 191.5315 127.603 1.543e-15 1.367e-15 7.717e-16 0.0 -1.24
S00296 191.2489 127.5057 2.006e-15 1.799e-15 1.005e-15 0.0 -1.3
S00297 192.5636 127.71 9.335e-16 8.821e-16 5.867e-16 0.0 -1.02
S00298 191.5727 128.1816 2.057e-15 1.916e-15 1.222e-15 0.0 -0.8
S00299 191.3636 128.2053 2.364e-20 5.970e-20 3.025e-19 0.0 -0.63
S00300 191.4271 127.6672 1.591e-16 1.783e-16 1.655e-16 0.0 0.02
S00301 191.6145 128.0775 6.092e-16 6.275e-16 4.939e-16 0.0 -0.63
S00302 191.4532 127.3092 2.612e-11 1.736e-11 5.626e-12 0.0 0.11
S00303 191.8071 127.5323 1.226e-18 2.234e-18 5.336e-18 0.0 0.03
S00304 191.29 128.1263 1.471e-22 5.468e-22 6.112e-21 0.001 -0.82
S00305 191.897 127.9306 1.668e-15 2.684e-15 5.124e-15 0.0 -0.76
S00306 191.4703 128.1559 1.363e-17 1.953e-17 2.878e-17 0.0 -0.58
S00307 191.57 127.4607 2.529e-16 2.575e-16 1.911e-16 0.0 -2.01
S00308 191.7411 128.0949 5.328e-21 1.464e-20 8.783e-20 0.0 -1.1
S00309 191.5437 127.7117 3.098e-15 2.741e-15 1.600e-15 0.0 -0.17
S00310 191.4066 127.7812 1.787e-19 1.340e-19 5.453e-20 0.0 -1.85
S00311 192.164 127.9261 9.649e-20 2.071e-19 7.373e-19 0.001 0.14
S00312 191.4197 128.5399 1.077e-15 1.014e-15 6.382e-16 0.0 -0.56
S00313 191.0999 128.3463 2.389e-15 3.615e-15 6.002e-15 0.0 -0.22
S00314 191.8608 127.7147 1.625e-21 5.329e-21 4.398e-20 0.001 -0.45
S00315 191.341 127.6935 1.061e-16 1.290e-16 1.395e-16 0.001 -1.82
S00316 191.555 127.3249 8.535e-16 8.200e-16 5.598e-16 0.001 -0.99
S00317 192.1115 128.0112 4.474e-15 3.790e-15 1.950e-15 0.0 -0.83
S00318 191.0148 127.4851 2.297e-14 1.847e-14 8.745e-15 0.001 0.05
S00319 191.7732 127.211 1.942e-15 1.861e-15 1.227e-15 0.0 -0.61
