Name Equatorial Polar BlueF GreenF RedF Parallax RadialVelocity
S00151 114.547 72.0068 1.328e-17 1.273e-17 8.630e-18 0.0 138.65032297238741
S00152 114.547 72.0068 2.255e-17 1.635e-17 6.282e-18 0.0 139.07063035346573
S00153 114.547 72.0068 2.829e-22 4.482e-22 8.556e-22 0.0 138.20966396351625
S00154 114.547 72.0068 6.696e-18 6.426e-18 4.189e-18 0.0 136.66797376335663
S00155 114.5469 72.0067 1.974e-17 1.515e-17 6.368e-18 0.0 137.20758740486164
S00156 114.547 72.0068 2.082e-18 1.757e-18 9.277e-19 0.0 135.84199757238656
S00157 114.547 72.0068 1.460e-17 1.106e-17 4.557e-18 0.0 136.5969257883419
S00158 114.5518 72.0041 1.007e-17 8.463e-18 4.244e-18 0.0 137.22525364490403
S00159 114.5372 72.0086 4.325e-24 1.182e-23 6.661e-23 0.0 136.82387827268352
S00160 114.5372 72.0018 2.782e-20 3.268e-20 3.299e-20 0.0 137.05693267455504
S00161 114.5715 72.0119 1.516e-23 3.149e-23 1.070e-22 0.0 137.24871964854623
S00162 114.5075 71.9943 4.265e-24 1.073e-23 5.062e-23 0.0 137.22848724273763
S00163 114.5133 71.9943 3.282e-20 3.611e-20 3.204e-20 0.0 137.05446191061756
S00164 114.5498 72.0018 1.598e-25 5.859e-25 6.211e-24 0.0 137.13206415547887
S00165 114.5229 72.0122 1.084e-23 2.598e-23 1.150e-22 0.0 136.36893205959956
S00166 114.5607 71.9805 3.498e-19 3.347e-19 2.172e-19 0.0 136.407073404362
S00167 114.5409 72.014 2.362e-23 5.018e-23 1.686e-22 0.0 137.92996763425683
S00168 114.5619 72.0021 1.580e-19 1.580e-19 1.193e-19 0.0 137.54651438980108
S00169 114.5624 72.0196 2.777e-20 3.293e-20 3.401e-20 0.0 137.7465677722296
S00170 114.5234 72.0161 7.519e-24 1.765e-23 7.698e-23 0.0 136.34141348479292
S00171 114.5193 72.01 2.079e-19 2.038e-19 1.430e-19 0.0 137.02474200700377
S00172 114.5622 71.989 7.633e-18 8.416e-18 7.343e-18 0.0 137.22395092153
S00173 114.5071 72.0041 8.450e-23 5.833e-23 1.955e-23 0.0 137.54813504535397
S00174 114.5357 71.9971 6.603e-23 1.193e-22 2.820e-22 0.0 136.965198397561
S00175 114.5792 72.0045 2.110e-21 3.008e-21 4.626e-21 0.0 137.758609408694
S00176 114.5716 71.9966 1.569e-19 1.555e-19 1.098e-19 0.0 137.2608240717957
S00177 114.5709 72.0154 3.538e-21 5.123e-21 7.614e-21 0.0 137.94018540131918
S00178 114.532 71.9995 4.023e-23 8.441e-23 2.874e-22 0.0 136.72145274976015
S00179 114.5258 72.0149 4.262e-23 8.333e-23 2.431e-22 0.0 137.43840877429935
S00180 114.5518 72.0084 4.230e-24 9.097e-24 3.162e-23 0.0 137.84523806553605
S00181 114.5247 72.0171 4.664e-22 7.649e-22 1.548e-21 0.0 137.75904616829388
S00182 114.5287 71.9995 4.027e-23 9.112e-23 3.492e-22 0.0 136.76992182894435
S00183 114.527 72.0192 4.890e-24 1.181e-23 5.391e-23 0.0 137.8749279635599
S00184 114.5754 72.0186 2.510e-23 5.308e-23 1.832e-22 0.0 137.40433741772105
S00185 114.5469 71.9968 7.782e-18 7.820e-18 5.549e-18 0.0 136.8873515649528
S00186 114.5413 72.0257 7.689e-23 5.461e-23 1.956e-23 0.0 137.52579989546172
S00187 114.5721 72.0199 1.345e-21 2.141e-21 4.087e-21 0.0 137.20054182438145
S00188 114.5418 72.0324 1.508e-23 2.888e-23 7.828e-23 0.0 137.98851232499638
S00189 114.5669 71.9893 1.648e-25 5.238e-25 4.253e-24 0.0 137.5472137377455
S00190 114.541 71.9789 1.233e-19 1.284e-19 9.985e-20 0.0 136.69347401845442
S00191 114.5678 71.9964 2.271e-20 2.757e-20 3.023e-20 0.0 136.69452388045252
S00192 114.524 72.0294 2.968e-24 7.314e-24 3.461e-23 0.0 136.79527273492835
S00193 114.5242 71.9855 2.556e-23 5.088e-23 1.588e-22 0.0 137.5441987151568
S00194 114.5198 72.0093 2.334e-24 6.298e-24 3.509e-23 0.0 137.3794594341997
S00195 114.5369 71.9842 1.778e-20 2.111e-20 2.244e-20 0.0 137.57507050701628
S00196 114.5857 72.0065 2.360e-22 4.256e-22 1.042e-21 0.0 136.13239439934267
S00197 114.5537 71.9909 2.729e-14 2.470e-14 1.468e-14 0.0 137.70421624082874
S00198 114.5336 71.9891 1.302e-24 3.344e-24 1.764e-23 0.0 136.5653210815256
S00199 114.5164 72.0011 1.423e-19 2.630e-19 6.868e-19 0.0 137.4303755902542
S00200 114.5444 72.0242 1.127e-24 2.934e-24 1.612e-23 0.0 137.22705391938652
S00201 114.5369 71.9868 5.265e-26 1.837e-25 1.744e-24 0.0 137.1348607037261
S00202 114.5759 71.9981 2.540e-23 5.801e-23 2.341e-22 0.0 137.70873745714883
S00203 114.0048 71.9819 5.427e-20 5.788e-20 4.840e-20 0.0 136.7519577366324
S00204 114.0143 71.9859 1.418e-17 1.295e-17 7.646e-18 0.0 138.74110417820512
S00205 114.0025 71.9708 3.267e-19 3.129e-19 2.016e-19 0.0 137.0012684988641
S00206 114.0049 71.9796 1.204e-17 9.411e-18 4.164e-18 0.0 137.5493578506849
S00207 114.0131 71.977 1.566e-19 2.417e-19 4.352e-19 0.0 137.5049508757292
S00208 114.0178 71.9799 5.371e-24 1.316e-23 6.037e-23 0.0 138.73966183405392
S00209 113.9971 71.9718 1.255e-14 1.423e-14 1.291e-14 0.0 138.2656416832012
S00210 114.0133 71.9763 5.369e-18 4.003e-18 1.622e-18 0.0 136.964969179218
S00211 114.0073 71.9754 2.042e-19 1.992e-19 1.355e-19 0.0 138.61630780540125
S00212 114.0088 71.972 4.388e-20 4.933e-20 4.453e-20 0.0 137.17642119939163
S00213 114.0101 71.9661 3.162e-25 1.040e-24 8.933e-24 0.0 138.7270885665751
S00214 114.0085 71.9705 3.991e-18 4.485e-18 4.174e-18 0.0 136.728173977952
S00215 114.0043 71.9735 3.497e-20 3.996e-20 3.809e-20 0.0 138.56797335872753
S00216 114.0049 71.9758 3.330e-21 4.510e-21 5.962e-21 0.0 138.51007965300101
S00217 114.0035 71.9726 6.283e-23 1.338e-22 4.500e-22 0.0 138.18582517951268
S00218 114.014 71.9731 3.122e-19 2.969e-19 1.978e-19 0.0 138.13690113897792
S00219 114.0107 71.9781 1.957e-22 3.521e-22 8.622e-22 0.0 137.67967280575348
S00220 114.0086 71.9768 3.527e-17 2.559e-17 9.387e-18 0.0 137.1064456245911
S00221 114.0085 71.9768 1.193e-16 8.277e-17 2.854e-17 0.0 139.08635652273375
S00222 114.0085 71.9768 5.033e-18 3.960e-18 1.799e-18 0.0 139.08672423897653
S00223 114.0086 71.9768 3.547e-18 2.865e-18 1.319e-18 0.0 140.10303623049714
S00224 114.0085 71.9768 2.415e-19 2.480e-19 1.845e-19 0.0 139.845572494403
S00225 114.0085 71.9768 2.134e-17 1.654e-17 7.503e-18 0.0 138.62113762879136
S00226 114.0086 71.9768 2.610e-17 1.898e-17 7.230e-18 0.0 138.74585705441177
S00227 114.0085 71.9768 7.570e-18 5.804e-18 2.454e-18 0.0 135.83032089414914
S00228 114.0085 71.9768 2.597e-18 2.115e-18 1.008e-18 0.0 138.6725156599331
S00229 114.0085 71.9768 8.815e-18 7.997e-18 4.653e-18 0.0 136.2156866956631
S00230 114.0085 71.9768 6.569e-18 5.058e-18 2.229e-18 0.0 135.97445001630092
S00231 114.0085 71.9768 4.628e-18 3.715e-18 1.706e-18 0.0 139.55879056253204
S00232 114.0085 71.9768 9.265e-18 6.706e-18 2.583e-18 0.0 135.76870641464495
S00233 114.0085 71.9768 5.756e-18 4.552e-18 2.039e-18 0.0 136.26771585196443
S00234 114.0086 71.9768 1.396e-17 1.015e-17 3.986e-18 0.0 136.1339860949101
S00235 114.0085 71.9768 7.650e-18 6.045e-18 2.755e-18 0.0 139.05274621475735
S00236 114.0085 71.9768 1.182e-17 8.765e-18 3.549e-18 0.0 139.08782366505022
S00237 114.0085 71.9768 2.276e-15 1.497e-15 4.848e-16 0.0 139.5053071496133
S00238 114.0085 71.9768 1.135e-18 1.637e-18 2.478e-18 0.0 139.34053976073594
S00239 114.0085 71.9768 1.354e-18 1.160e-18 6.213e-19 0.0 136.57722235195604
S00240 114.0259 71.9677 2.924e-24 7.367e-24 3.595e-23 0.0 139.22077767046255
S00241 113.9591 71.9202 7.808e-23 5.490e-23 1.925e-23 0.0 139.62850142484362
S00242 114.0526 71.9965 6.244e-25 1.858e-24 1.279e-23 0.0 139.1279435976075
S00243 114.0522 71.9955 4.682e-24 1.178e-23 5.929e-23 0.0 139.49021400923715
S00244 114.0209 71.9784 2.060e-23 4.255e-23 1.371e-22 0.0 139.43011954723983
S00245 114.0518 71.9916 4.325e-20 4.748e-20 4.199e-20 0.0 137.1905949775601
S00246 113.9754 72.0563 6.805e-23 1.369e-22 4.226e-22 0.0 136.03387925725204
S00247 114.0033 71.9854 1.245e-19 1.245e-19 9.074e-20 0.0 136.09306271290586
S00248 113.9816 71.9636 1.082e-20 1.339e-20 1.493e-20 0.0 136.36574115337422
S00249 114.028 71.9814 2.047e-21 3.066e-21 4.856e-21 0.0 136.73390862776876
S00250 113.9874 71.9683 3.476e-23 7.011e-23 2.164e-22 0.0 137.00664238856962
S00251 113.9857 71.9215 4.233e-23 8.843e-23 3.001e-22 0.0 135.99257179286454
S00252 114.0512 71.9512 1.188e-23 2.648e-23 9.965e-23 0.0 139.8718729575889
S00253 114.0096 71.9129 1.133e-19 1.187e-19 9.221e-20 0.0 139.01991430680897
S00254 114.0123 71.9911 4.172e-24 9.951e-24 4.434e-23 0.0 138.41382085063154
S00255 114.0498 71.9889 1.456e-22 2.617e-22 6.371e-22 0.0 136.61934647510452
S00256 113.9906 71.976 2.697e-23 5.980e-23 2.254e-22 0.0 135.86220804708634
S00257 114.0206 71.9874 2.047e-21 3.088e-21 5.263e-21 0.0 138.70506817094872
S00258 114.0359 71.9747 2.163e-22 4.030e-22 1.044e-21 0.0 139.346210071097
S00259 113.9945 71.9873 9.423e-21 1.276e-20 1.749e-20 0.0 138.94067099482626
S00260 114.0677 71.9732 8.363e-25 2.415e-24 1.542e-23 0.0 139.1296516783678
S00261 114.0266 71.9024 9.455e-23 1.921e-22 5.840e-22 0.0 138.4235389509469
S00262 114.0622 72.027 1.160e-19 1.214e-19 9.914e-20 0.0 137.08210813418884
S00263 114.0021 71.9956 4.135e-22 7.545e-22 1.873e-21 0.0 136.23455115237434
S00264 114.0027 72.0444 1.087e-25 4.177e-25 4.792e-24 0.0 136.50314645354817
S00265 113.9289 71.9563 2.628e-23 5.447e-23 1.805e-22 0.0 136.6369305687804
S00266 113.953 71.9733 2.325e-25 8.509e-25 8.818e-24 0.0 135.86838896818603
S00267 114.0231 71.9872 8.589e-23 1.727e-22 5.310e-22 0.0 139.64207994310917
S00268 113.9529 71.9202 1.727e-22 3.155e-22 7.920e-22 0.0 137.1845572193796
S00269 114.0961 71.9944 1.792e-24 4.797e-24 2.698e-23 0.0 135.85080667981458
S00270 113.9567 71.9644 8.199e-19 7.320e-19 4.173e-19 0.0 139.31573411873057
S00271 114.0047 71.9779 1.456e-23 3.323e-23 1.330e-22 0.0 139.71842072997106
S00272 114.0139 71.9623 4.767e-22 8.307e-22 1.901e-21 0.0 138.36126368947748
S00273 113.9776 72.0188 2.052e-23 4.286e-23 1.470e-22 0.0 138.77210427169643
S00274 114.0229 72.0116 4.710e-20 5.114e-20 4.427e-20 0.0 138.93581721008192
S00275 113.9991 71.9501 1.257e-20 1.549e-20 1.701e-20 0.0 136.07084132457314
S00276 114.046 71.9283 3.566e-24 9.380e-24 5.062e-23 0.0 137.4171264228821
S00277 113.9329 72.0094 3.007e-20 3.401e-20 3.132e-20 0.001 137.98134452496325
S00278 113.9578 72.0401 1.729e-25 6.251e-25 6.419e-24 0.0 139.80864149525337
S00279 113.9551 72.0346 3.358e-21 4.568e-21 6.335e-21 0.0 137.3949212763946
S00280 113.9718 71.9596 5.770e-20 6.002e-20 4.722e-20 0.0 138.99226682352048
S00281 113.9962 71.9753 1.568e-22 2.900e-22 7.623e-22 0.0 137.3891604269587
S00282 113.9046 71.9773 1.449e-20 1.798e-20 2.034e-20 0.0 137.3051047208402
S00283 113.994 71.9497 1.230e-19 1.322e-19 1.099e-19 0.0 138.95336874528485
S00284 114.0204 71.9889 3.878e-24 9.855e-24 5.008e-23 0.0 139.3315650233888
S00285 114.0018 71.9622 7.979e-25 2.124e-24 1.195e-23 0.0 136.8420482996568
S00286 113.94 71.916 1.875e-18 2.240e-18 2.268e-18 0.0 137.828992712317
S00287 113.9626 71.9978 1.028e-22 6.922e-23 2.327e-23 0.0 139.15132748065307
S00288 114.0376 71.9827 9.077e-21 1.217e-20 1.592e-20 0.0 139.60800163253475
S00289 114.0828 71.9499 1.483e-21 2.236e-21 3.831e-21 0.0 138.66430991115377
S00290 113.9871 72.0218 1.119e-21 1.639e-21 2.586e-21 0.0 136.24529338657086
S00291 114.0335 71.9655 6.570e-20 6.762e-20 5.041e-20 0.0 139.41688472646808
S00292 114.0458 71.9278 7.458e-21 9.821e-21 1.257e-20 0.0 136.07264130331447
S00293 114.0464 71.9053 2.541e-19 2.463e-19 1.650e-19 0.0 138.04503027082308
S00294 114.0631 71.9572 1.085e-23 2.578e-23 1.136e-22 0.0 138.17587614067662
S00295 114.002 72.0173 3.960e-24 1.078e-23 6.233e-23 0.0 136.1092457910382
S00296 114.0099 71.9092 5.204e-24 1.408e-23 7.845e-23 0.0 139.0157167107776
S00297 113.9825 72.0162 2.291e-21 3.292e-21 5.028e-21 0.0 137.53011454569028
